age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation,sexe_index,situationFamiliale_index,2eme voiture_index
44.0,F,799.0,Célibataire,1.0,false,9440 JF 84,1.0,1.0,0.0
37.0,M,1366.0,Célibataire,0.0,false,9807 DS 75,0.0,1.0,0.0
28.0,M,700.0,En Couple,4.0,false,7565 CA 61,0.0,0.0,0.0
22.0,F,1171.0,En Couple,0.0,false,2078 CR 74,1.0,0.0,0.0
29.0,F,771.0,Célibataire,0.0,false,6942 FS 16,1.0,1.0,0.0
62.0,M,1061.0,En Couple,0.0,true,9640 TC 30,0.0,0.0,1.0
55.0,M,952.0,Célibataire,0.0,false,5841 NA 28,0.0,1.0,0.0
60.0,M,818.0,Célibataire,0.0,false,7571 RW 31,0.0,1.0,0.0
21.0,M,880.0,Célibataire,0.0,false,8598 DI 30,0.0,1.0,0.0
42.0,M,840.0,Célibataire,3.0,false,7449 QI 39,0.0,1.0,0.0
20.0,M,1282.0,En Couple,4.0,false,7631 QI 55,0.0,0.0,0.0
46.0,F,1171.0,Célibataire,0.0,false,8262 QF 96,1.0,1.0,0.0
51.0,M,547.0,En Couple,0.0,false,2154 RQ 18,0.0,0.0,0.0
50.0,M,1335.0,En Couple,1.0,false,2462 DF 27,0.0,0.0,0.0
78.0,M,552.0,En Couple,4.0,false,3133 UC 96,0.0,0.0,0.0
19.0,M,776.0,En Couple,3.0,false,6845 WH 81,0.0,0.0,0.0
23.0,M,573.0,En Couple,4.0,false,5551 SN 21,0.0,0.0,0.0
48.0,M,1282.0,Célibataire,1.0,false,8854 DV 74,0.0,1.0,0.0
27.0,M,594.0,En Couple,2.0,false,5036 KK 16,0.0,0.0,0.0
84.0,M,945.0,En Couple,0.0,false,3906 PI 54,0.0,0.0,0.0
35.0,M,550.0,En Couple,1.0,false,6168 YY 63,0.0,0.0,0.0
23.0,M,1122.0,En Couple,2.0,false,8766 FI 77,0.0,0.0,0.0
26.0,F,1255.0,En Couple,3.0,false,4372 RK 82,1.0,0.0,0.0
18.0,M,935.0,En Couple,0.0,false,4601 HE 45,0.0,0.0,0.0
49.0,M,596.0,En Couple,3.0,false,3308 VF 28,0.0,0.0,0.0
42.0,F,1193.0,En Couple,3.0,false,9422 WT 40,1.0,0.0,0.0
69.0,M,579.0,En Couple,4.0,false,185 MN 33,0.0,0.0,0.0
30.0,M,1295.0,En Couple,3.0,false,2754 PM 38,0.0,0.0,0.0
28.0,M,1235.0,En Couple,1.0,false,4050 TP 76,0.0,0.0,0.0
39.0,M,1037.0,Célibataire,0.0,false,7822 EQ 27,0.0,1.0,0.0
28.0,M,1168.0,Célibataire,0.0,false,8930 VR 12,0.0,1.0,0.0
69.0,F,1233.0,Célibataire,0.0,false,9804 EB 35,1.0,1.0,0.0
60.0,M,549.0,Célibataire,0.0,false,1110 KP 61,0.0,1.0,0.0
34.0,M,593.0,En Couple,0.0,false,9927 EQ 97,0.0,0.0,0.0
52.0,M,1084.0,En Couple,0.0,false,7930 IU 40,0.0,0.0,0.0
40.0,M,1086.0,En Couple,1.0,false,1897 AS 32,0.0,0.0,0.0
62.0,M,583.0,Célibataire,0.0,false,415 HN 97,0.0,1.0,0.0
23.0,F,1070.0,En Couple,1.0,false,3949 FI 75,1.0,0.0,0.0
74.0,F,916.0,Célibataire,0.0,false,7497 DO 43,1.0,1.0,0.0
51.0,M,1369.0,En Couple,3.0,false,2076 GO 91,0.0,0.0,0.0
63.0,M,1136.0,En Couple,2.0,false,1593 YR 14,0.0,0.0,0.0
48.0,F,820.0,En Couple,3.0,false,1128 MY 75,1.0,0.0,0.0
58.0,M,577.0,Célibataire,0.0,false,2866 VX 91,0.0,1.0,0.0
32.0,M,585.0,En Couple,0.0,false,4390 PG 23,0.0,0.0,0.0
46.0,M,1266.0,Célibataire,0.0,false,5614 KM 50,0.0,1.0,0.0
52.0,M,736.0,En Couple,1.0,false,6892 RS 50,0.0,0.0,0.0
58.0,F,1181.0,Célibataire,0.0,false,7163 FI 12,1.0,1.0,0.0
30.0,M,946.0,En Couple,1.0,false,6172 AK 11,0.0,0.0,0.0
41.0,M,575.0,En Couple,1.0,false,1098 OP 21,0.0,0.0,0.0
27.0,M,1282.0,En Couple,2.0,false,4904 IR 25,0.0,0.0,0.0
58.0,M,569.0,En Couple,3.0,false,416 BP 18,0.0,0.0,0.0
27.0,M,1132.0,En Couple,3.0,false,1781 OE 59,0.0,0.0,0.0
55.0,F,549.0,Célibataire,0.0,false,550 EI 64,1.0,1.0,0.0
56.0,M,833.0,En Couple,0.0,true,7155 YH 37,0.0,0.0,1.0
33.0,M,849.0,En Couple,1.0,false,4834 ZC 39,0.0,0.0,0.0
43.0,M,1081.0,En Couple,0.0,false,4110 OB 56,0.0,0.0,0.0
18.0,M,742.0,Célibataire,0.0,false,7864 OG 65,0.0,1.0,0.0
60.0,M,819.0,En Couple,0.0,false,8573 FS 16,0.0,0.0,0.0
81.0,M,1392.0,Célibataire,0.0,false,625 JF 35,0.0,1.0,0.0
27.0,F,574.0,En Couple,0.0,false,6761 QT 60,1.0,0.0,0.0
74.0,M,1116.0,Célibataire,1.0,false,1580 LJ 15,0.0,1.0,0.0
29.0,M,1331.0,En Couple,3.0,false,8369 EX 89,0.0,0.0,0.0
52.0,M,776.0,En Couple,2.0,false,632 WF 90,0.0,0.0,0.0
47.0,F,1367.0,En Couple,2.0,true,2060 YY 31,1.0,0.0,1.0
53.0,M,545.0,En Couple,0.0,false,7056 SD 33,0.0,0.0,0.0
57.0,M,1277.0,En Couple,2.0,false,8272 HX 60,0.0,0.0,0.0
48.0,M,807.0,Célibataire,2.0,false,4153 KB 83,0.0,1.0,0.0
68.0,M,561.0,Célibataire,0.0,false,9435 UT 28,0.0,1.0,0.0
48.0,M,567.0,En Couple,0.0,false,9643 BZ 57,0.0,0.0,0.0
23.0,M,575.0,En Couple,3.0,false,8883 UV 81,0.0,0.0,0.0
67.0,M,1044.0,En Couple,1.0,false,8623 PW 31,0.0,0.0,0.0
71.0,M,904.0,En Couple,0.0,false,2995 ZS 14,0.0,0.0,0.0
26.0,M,1139.0,En Couple,2.0,false,7097 EQ 67,0.0,0.0,0.0
28.0,M,1273.0,En Couple,2.0,false,5582 SA 46,0.0,0.0,0.0
37.0,F,598.0,Célibataire,0.0,false,9769 FO 66,1.0,1.0,0.0
29.0,M,1327.0,Célibataire,0.0,false,2308 TC 28,0.0,1.0,0.0
34.0,M,564.0,En Couple,2.0,false,3669 DJ 63,0.0,0.0,0.0
35.0,F,1353.0,En Couple,0.0,true,5574 HD 69,1.0,0.0,1.0
30.0,F,1010.0,En Couple,2.0,false,3634 YQ 50,1.0,0.0,0.0
59.0,F,567.0,En Couple,0.0,true,1548 KR 29,1.0,0.0,1.0
21.0,F,578.0,En Couple,0.0,false,2055 ZK 10,1.0,0.0,0.0
43.0,F,1131.0,En Couple,4.0,false,1895 BD 95,1.0,0.0,0.0
25.0,F,582.0,En Couple,2.0,false,354 FY 35,1.0,0.0,0.0
29.0,F,1270.0,Célibataire,0.0,false,4373 YY 56,1.0,1.0,0.0
41.0,M,1262.0,En Couple,0.0,false,9606 ON 90,0.0,0.0,0.0
18.0,M,598.0,Célibataire,0.0,false,9111 TT 17,0.0,1.0,0.0
24.0,M,701.0,En Couple,2.0,false,3180 QK 95,0.0,0.0,0.0
52.0,M,563.0,Célibataire,0.0,false,2853 HX 48,0.0,1.0,0.0
61.0,M,1025.0,En Couple,0.0,false,7415 OB 89,0.0,0.0,0.0
38.0,F,1077.0,En Couple,1.0,false,7262 DT 73,1.0,0.0,0.0
48.0,M,1197.0,Marié(e),3.0,true,3994 HZ 10,0.0,2.0,1.0
46.0,M,579.0,En Couple,2.0,false,2684 DV 31,0.0,0.0,0.0
82.0,M,760.0,En Couple,2.0,false,9741 TN 18,0.0,0.0,0.0
57.0,M,715.0,En Couple,4.0,false,3018 SF 42,0.0,0.0,0.0
33.0,F,743.0,Célibataire,0.0,false,2743 TG 51,1.0,1.0,0.0
21.0,M,557.0,En Couple,2.0,false,7726 DN 79,0.0,0.0,0.0
83.0,M,556.0,En Couple,1.0,false,122 SW 88,0.0,0.0,0.0
18.0,F,557.0,En Couple,3.0,false,2136 HK 94,1.0,0.0,0.0
29.0,M,584.0,En Couple,0.0,false,5356 SI 49,0.0,0.0,0.0
37.0,M,814.0,En Couple,4.0,true,37 ZB 75,0.0,0.0,1.0
42.0,M,597.0,En Couple,1.0,false,6864 NO 88,0.0,0.0,0.0
19.0,M,989.0,En Couple,4.0,false,9436 PX 39,0.0,0.0,0.0
44.0,F,808.0,Célibataire,1.0,false,4967 YV 89,1.0,1.0,0.0
47.0,M,1109.0,Célibataire,2.0,false,310 DA 28,0.0,1.0,0.0
45.0,F,778.0,En Couple,2.0,false,2997 FC 44,1.0,0.0,0.0
23.0,M,830.0,En Couple,0.0,false,1980 MQ 40,0.0,0.0,0.0
20.0,M,576.0,Célibataire,0.0,false,9366 MX 83,0.0,1.0,0.0
54.0,M,569.0,Célibataire,0.0,false,2960 DL 72,0.0,1.0,0.0
66.0,M,862.0,Célibataire,0.0,false,5840 FF 81,0.0,1.0,0.0
56.0,F,1327.0,Célibataire,0.0,false,5325 NW 97,1.0,1.0,0.0
29.0,M,1055.0,Célibataire,0.0,false,9119 II 72,0.0,1.0,0.0
18.0,M,1103.0,Célibataire,3.0,false,149 GI 34,0.0,1.0,0.0
46.0,F,551.0,Célibataire,0.0,false,5321 XG 52,1.0,1.0,0.0
54.0,F,820.0,En Couple,2.0,false,2111 GW 32,1.0,0.0,0.0
52.0,M,1280.0,Célibataire,0.0,false,1143 PP 83,0.0,1.0,0.0
66.0,M,1238.0,En Couple,1.0,false,914 BK 57,0.0,0.0,0.0
77.0,M,554.0,En Couple,4.0,false,2590 VF 13,0.0,0.0,0.0
59.0,M,1229.0,En Couple,3.0,false,4385 CF 50,0.0,0.0,0.0
44.0,M,1365.0,Célibataire,0.0,false,8721 PZ 11,0.0,1.0,0.0
72.0,M,1161.0,En Couple,0.0,false,488 YW 98,0.0,0.0,0.0
19.0,M,793.0,Célibataire,0.0,false,5567 CB 63,0.0,1.0,0.0
32.0,F,878.0,En Couple,2.0,false,2798 JZ 66,1.0,0.0,0.0
59.0,F,876.0,En Couple,2.0,false,4950 EF 82,1.0,0.0,0.0
23.0,F,918.0,En Couple,1.0,false,2319 UA 20,1.0,0.0,0.0
48.0,M,569.0,Célibataire,0.0,false,2717 ED 86,0.0,1.0,0.0
57.0,M,1171.0,En Couple,3.0,false,4596 JS 36,0.0,0.0,0.0
21.0,M,1259.0,En Couple,4.0,true,6143 BY 70,0.0,0.0,1.0
19.0,M,560.0,En Couple,4.0,false,3174 GK 86,0.0,0.0,0.0
42.0,M,734.0,Célibataire,0.0,false,9486 LL 40,0.0,1.0,0.0
44.0,F,1250.0,En Couple,2.0,false,5023 IE 61,1.0,0.0,0.0
37.0,M,751.0,En Couple,2.0,false,1401 EU 97,0.0,0.0,0.0
49.0,M,789.0,Célibataire,0.0,false,4157 TU 93,0.0,1.0,0.0
84.0,M,579.0,En Couple,2.0,false,3661 ST 55,0.0,0.0,0.0
39.0,M,588.0,Célibataire,0.0,false,95 KR 45,0.0,1.0,0.0
45.0,F,1133.0,Célibataire,0.0,false,7999 WW 72,1.0,1.0,0.0
78.0,M,931.0,Célibataire,3.0,false,5253 EY 67,0.0,1.0,0.0
73.0,M,1391.0,En Couple,0.0,false,2714 ZD 43,0.0,0.0,0.0
41.0,M,556.0,En Couple,1.0,false,7561 WS 65,0.0,0.0,0.0
28.0,M,969.0,Célibataire,0.0,false,3503 FX 60,0.0,1.0,0.0
46.0,F,1384.0,En Couple,3.0,false,1708 JZ 56,1.0,0.0,0.0
49.0,M,574.0,En Couple,3.0,false,7370 OE 11,0.0,0.0,0.0
38.0,M,923.0,En Couple,0.0,false,8705 TX 85,0.0,0.0,0.0
56.0,M,588.0,En Couple,3.0,false,7185 FW 46,0.0,0.0,0.0
34.0,F,569.0,En Couple,1.0,true,5872 CT 19,1.0,0.0,1.0
29.0,F,1038.0,En Couple,3.0,true,630 VS 55,1.0,0.0,1.0
69.0,F,725.0,Célibataire,3.0,false,8944 XH 75,1.0,1.0,0.0
55.0,F,1281.0,En Couple,0.0,false,3946 UQ 69,1.0,0.0,0.0
44.0,M,588.0,En Couple,3.0,false,4816 CE 96,0.0,0.0,0.0
35.0,M,1330.0,Célibataire,0.0,false,8913 FJ 87,0.0,1.0,0.0
68.0,M,970.0,En Couple,1.0,false,5625 IR 76,0.0,0.0,0.0
23.0,M,1146.0,En Couple,1.0,false,5683 ZL 35,0.0,0.0,0.0
51.0,F,1090.0,En Couple,2.0,false,1387 HY 42,1.0,0.0,0.0
25.0,F,919.0,En Couple,3.0,false,2470 IU 84,1.0,0.0,0.0
27.0,F,1365.0,Célibataire,0.0,false,2961 YC 82,1.0,1.0,0.0
81.0,F,828.0,Célibataire,0.0,false,5547 QN 11,1.0,1.0,0.0
84.0,F,562.0,Célibataire,0.0,false,6985 RE 50,1.0,1.0,0.0
22.0,F,907.0,Célibataire,0.0,false,7272 RN 46,1.0,1.0,0.0
24.0,F,1367.0,En Couple,0.0,false,2764 VB 65,1.0,0.0,0.0
28.0,F,599.0,En Couple,0.0,false,5423 GB 69,1.0,0.0,0.0
25.0,M,1365.0,En Couple,2.0,false,2087 FZ 27,0.0,0.0,0.0
63.0,F,566.0,En Couple,2.0,true,4272 VL 42,1.0,0.0,1.0
27.0,M,905.0,En Couple,1.0,true,1869 DO 75,0.0,0.0,1.0
28.0,M,1059.0,En Couple,4.0,false,9056 AP 95,0.0,0.0,0.0
55.0,M,575.0,En Couple,4.0,false,8311 CQ 49,0.0,0.0,0.0
26.0,F,1342.0,En Couple,0.0,false,2860 FV 23,1.0,0.0,0.0
84.0,M,1315.0,En Couple,3.0,true,2760 CS 42,0.0,0.0,1.0
43.0,M,589.0,En Couple,2.0,false,8977 UF 63,0.0,0.0,0.0
41.0,M,942.0,En Couple,4.0,true,7842 UM 20,0.0,0.0,1.0
22.0,M,885.0,Célibataire,0.0,false,6788 WL 32,0.0,1.0,0.0
55.0,M,1373.0,Célibataire,0.0,false,8017 EZ 49,0.0,1.0,0.0
52.0,M,598.0,En Couple,0.0,true,49 IR 10,0.0,0.0,1.0
60.0,M,976.0,Célibataire,0.0,false,8247 RN 73,0.0,1.0,0.0
31.0,F,857.0,En Couple,1.0,true,144 PJ 58,1.0,0.0,1.0
19.0,M,578.0,En Couple,2.0,false,5033 IK 62,0.0,0.0,0.0
51.0,M,1381.0,Célibataire,0.0,false,8004 IX 39,0.0,1.0,0.0
20.0,M,569.0,Célibataire,0.0,false,9122 AW 62,0.0,1.0,0.0
21.0,M,1001.0,Célibataire,0.0,false,2468 SL 37,0.0,1.0,0.0
60.0,F,907.0,Célibataire,0.0,false,4574 RL 48,1.0,1.0,0.0
22.0,F,854.0,Célibataire,0.0,false,1856 IO 85,1.0,1.0,0.0
19.0,M,975.0,En Couple,4.0,false,3936 FP 90,0.0,0.0,0.0
59.0,M,1034.0,Célibataire,0.0,false,9525 OD 54,0.0,1.0,0.0
25.0,F,1326.0,En Couple,3.0,false,7372 XL 13,1.0,0.0,0.0
44.0,M,596.0,En Couple,0.0,false,3190 QT 75,0.0,0.0,0.0
29.0,M,571.0,En Couple,2.0,false,5551 YY 43,0.0,0.0,0.0
41.0,M,598.0,En Couple,0.0,false,6703 WJ 85,0.0,0.0,0.0
83.0,F,1140.0,Célibataire,0.0,false,8504 HW 73,1.0,1.0,0.0
46.0,M,567.0,En Couple,1.0,false,55 JL 90,0.0,0.0,0.0
34.0,M,1048.0,En Couple,1.0,false,3707 VP 40,0.0,0.0,0.0
26.0,M,565.0,En Couple,0.0,false,6488 EV 17,0.0,0.0,0.0
49.0,F,581.0,Célibataire,0.0,false,6047 BX 91,1.0,1.0,0.0
48.0,M,550.0,En Couple,1.0,true,9561 YN 61,0.0,0.0,1.0
55.0,F,589.0,Célibataire,0.0,false,8775 KX 65,1.0,1.0,0.0
31.0,F,1078.0,Célibataire,0.0,false,6474 NT 68,1.0,1.0,0.0
31.0,M,1095.0,Célibataire,0.0,false,8247 IP 52,0.0,1.0,0.0
54.0,M,1025.0,Célibataire,0.0,false,7981 QZ 15,0.0,1.0,0.0
50.0,M,1048.0,En Couple,1.0,false,6968 BL 39,0.0,0.0,0.0
79.0,M,1118.0,Célibataire,0.0,false,8596 KL 76,0.0,1.0,0.0
45.0,M,1034.0,Célibataire,0.0,false,2634 JQ 15,0.0,1.0,0.0
29.0,M,800.0,Célibataire,0.0,false,2711 CH 88,0.0,1.0,0.0
52.0,M,809.0,En Couple,0.0,true,7254 WH 98,0.0,0.0,1.0
20.0,F,1229.0,En Couple,0.0,false,456 BP 17,1.0,0.0,0.0
57.0,M,1191.0,Célibataire,0.0,false,1956 KX 50,0.0,1.0,0.0
75.0,M,562.0,Célibataire,0.0,false,6871 BN 83,0.0,1.0,0.0
49.0,M,1276.0,En Couple,1.0,false,9767 ZQ 33,0.0,0.0,0.0
46.0,M,548.0,Célibataire,0.0,false,1424 HO 18,0.0,1.0,0.0
75.0,M,1109.0,En Couple,3.0,false,1858 PV 75,0.0,0.0,0.0
54.0,M,591.0,En Couple,1.0,true,4469 DF 35,0.0,0.0,1.0
36.0,M,1133.0,Célibataire,3.0,false,8343 QY 13,0.0,1.0,0.0
80.0,M,1044.0,En Couple,4.0,false,4176 PV 97,0.0,0.0,0.0
34.0,M,1002.0,Célibataire,0.0,false,2889 LJ 86,0.0,1.0,0.0
41.0,M,584.0,En Couple,3.0,false,595 KL 64,0.0,0.0,0.0
57.0,M,755.0,En Couple,2.0,false,8176 WA 77,0.0,0.0,0.0
59.0,M,1165.0,En Couple,0.0,false,1890 GB 10,0.0,0.0,0.0
31.0,M,944.0,En Couple,4.0,false,6303 OY 71,0.0,0.0,0.0
52.0,M,1343.0,Célibataire,0.0,false,7475 FA 83,0.0,1.0,0.0
50.0,M,959.0,En Couple,0.0,false,6047 OX 34,0.0,0.0,0.0
58.0,M,1051.0,Célibataire,0.0,false,8732 ZI 49,0.0,1.0,0.0
21.0,M,1211.0,En Couple,0.0,false,6558 UZ 51,0.0,0.0,0.0
58.0,F,943.0,En Couple,2.0,false,2841 FI 44,1.0,0.0,0.0
51.0,M,1231.0,Célibataire,0.0,false,7969 XM 39,0.0,1.0,0.0
32.0,M,1154.0,En Couple,0.0,true,5221 CK 11,0.0,0.0,1.0
26.0,F,844.0,En Couple,2.0,false,6323 PL 89,1.0,0.0,0.0
54.0,F,571.0,En Couple,2.0,true,6837 GN 29,1.0,0.0,1.0
33.0,M,596.0,En Couple,0.0,false,4331 VL 30,0.0,0.0,0.0
19.0,M,1322.0,En Couple,0.0,false,5236 BY 61,0.0,0.0,0.0
19.0,M,909.0,En Couple,0.0,false,3898 CT 21,0.0,0.0,0.0
70.0,F,1300.0,Célibataire,0.0,false,1160 NQ 44,1.0,1.0,0.0
42.0,M,1025.0,Célibataire,3.0,false,6712 QL 95,0.0,1.0,0.0
41.0,F,1114.0,En Couple,4.0,false,5949 IS 13,1.0,0.0,0.0
25.0,F,557.0,En Couple,2.0,true,6496 OT 80,1.0,0.0,1.0
26.0,M,566.0,En Couple,4.0,false,136 HV 19,0.0,0.0,0.0
19.0,F,1272.0,En Couple,3.0,true,7307 XE 68,1.0,0.0,1.0
53.0,F,559.0,En Couple,3.0,true,7987 ON 88,1.0,0.0,1.0
43.0,M,568.0,Célibataire,0.0,false,1561 BU 69,0.0,1.0,0.0
38.0,M,1252.0,En Couple,1.0,false,9662 LT 98,0.0,0.0,0.0
18.0,M,942.0,Célibataire,0.0,false,4497 VR 25,0.0,1.0,0.0
27.0,M,559.0,Célibataire,0.0,false,8190 QU 85,0.0,1.0,0.0
66.0,M,581.0,En Couple,2.0,false,307 UW 26,0.0,0.0,0.0
41.0,M,566.0,En Couple,1.0,false,4187 NT 95,0.0,0.0,0.0
43.0,M,909.0,En Couple,2.0,false,7401 BN 40,0.0,0.0,0.0
25.0,M,934.0,En Couple,4.0,false,3617 LE 20,0.0,0.0,0.0
24.0,M,1227.0,Célibataire,0.0,false,6902 WO 82,0.0,1.0,0.0
29.0,F,742.0,En Couple,4.0,false,3233 JJ 94,1.0,0.0,0.0
50.0,M,572.0,En Couple,1.0,false,7964 SW 11,0.0,0.0,0.0
37.0,M,599.0,Célibataire,0.0,false,6807 AD 54,0.0,1.0,0.0
36.0,M,1201.0,En Couple,0.0,false,7640 VY 63,0.0,0.0,0.0
58.0,F,797.0,En Couple,2.0,false,8430 FP 82,1.0,0.0,0.0
73.0,M,571.0,Marié(e),1.0,false,2806 MP 90,0.0,2.0,0.0
34.0,M,1156.0,Célibataire,0.0,false,437 JO 14,0.0,1.0,0.0
37.0,M,1198.0,En Couple,2.0,true,3474 QF 66,0.0,0.0,1.0
47.0,M,835.0,Célibataire,0.0,false,9697 IP 79,0.0,1.0,0.0
34.0,M,1003.0,En Couple,2.0,false,9354 HE 17,0.0,0.0,0.0
20.0,M,582.0,Célibataire,0.0,false,137 WM 55,0.0,1.0,0.0
55.0,F,871.0,En Couple,1.0,false,1297 QB 50,1.0,0.0,0.0
39.0,M,1113.0,Célibataire,0.0,false,8885 SS 36,0.0,1.0,0.0
32.0,M,1292.0,En Couple,1.0,false,3411 XZ 24,0.0,0.0,0.0
46.0,F,755.0,Célibataire,0.0,false,6055 ZK 13,1.0,1.0,0.0
42.0,F,1303.0,En Couple,1.0,true,4913 SG 14,1.0,0.0,1.0
44.0,F,991.0,En Couple,1.0,true,6264 ET 66,1.0,0.0,1.0
47.0,F,1001.0,Célibataire,0.0,false,8076 FF 18,1.0,1.0,0.0
31.0,F,1394.0,En Couple,1.0,false,7760 XP 55,1.0,0.0,0.0
47.0,F,1292.0,Célibataire,0.0,false,6023 LD 18,1.0,1.0,0.0
42.0,M,984.0,En Couple,4.0,false,4012 HV 17,0.0,0.0,0.0
43.0,F,779.0,En Couple,2.0,true,8324 IW 45,1.0,0.0,1.0
47.0,M,895.0,En Couple,0.0,false,7735 NV 93,0.0,0.0,0.0
54.0,M,1254.0,En Couple,0.0,false,9133 UN 18,0.0,0.0,0.0
50.0,M,770.0,En Couple,2.0,false,8948 JM 97,0.0,0.0,0.0
51.0,F,573.0,En Couple,3.0,true,4482 RY 61,1.0,0.0,1.0
56.0,M,897.0,Célibataire,0.0,false,4947 SV 51,0.0,1.0,0.0
22.0,M,914.0,En Couple,4.0,true,7180 JZ 55,0.0,0.0,1.0
32.0,M,1012.0,En Couple,2.0,false,2159 CM 20,0.0,0.0,0.0
48.0,M,843.0,Célibataire,0.0,false,1989 DM 72,0.0,1.0,0.0
22.0,M,968.0,En Couple,2.0,false,5362 GO 92,0.0,0.0,0.0
48.0,M,882.0,Célibataire,0.0,false,5670 MT 12,0.0,1.0,0.0
18.0,F,1026.0,Célibataire,0.0,false,1499 YH 81,1.0,1.0,0.0
49.0,M,1205.0,Célibataire,1.0,false,5536 IQ 15,0.0,1.0,0.0
44.0,M,974.0,En Couple,1.0,false,3788 LE 52,0.0,0.0,0.0
36.0,F,553.0,En Couple,0.0,false,8366 WN 33,1.0,0.0,0.0
53.0,M,858.0,En Couple,1.0,false,1730 EX 85,0.0,0.0,0.0
79.0,F,1057.0,En Couple,1.0,false,8306 WF 92,1.0,0.0,0.0
27.0,F,821.0,En Couple,3.0,true,6930 BG 12,1.0,0.0,1.0
40.0,M,762.0,En Couple,2.0,true,1428 DU 89,0.0,0.0,1.0
44.0,F,1152.0,En Couple,2.0,false,8874 SY 36,1.0,0.0,0.0
33.0,M,1036.0,En Couple,0.0,false,6581 XY 16,0.0,0.0,0.0
18.0,M,549.0,En Couple,0.0,false,3692 ZA 24,0.0,0.0,0.0
36.0,F,798.0,En Couple,1.0,false,9484 GR 70,1.0,0.0,0.0
59.0,M,992.0,Célibataire,0.0,false,5684 JR 56,0.0,1.0,0.0
74.0,M,725.0,En Couple,1.0,true,8880 RM 63,0.0,0.0,1.0
48.0,M,1091.0,En Couple,1.0,false,778 JS 90,0.0,0.0,0.0
56.0,F,1156.0,En Couple,3.0,false,8401 CY 29,1.0,0.0,0.0
48.0,F,748.0,En Couple,0.0,false,5251 TQ 29,1.0,0.0,0.0
34.0,M,1369.0,En Couple,2.0,true,5368 AA 76,0.0,0.0,1.0
59.0,M,1297.0,Célibataire,0.0,false,1224 AC 69,0.0,1.0,0.0
44.0,F,563.0,En Couple,1.0,false,3548 EL 35,1.0,0.0,0.0
18.0,F,831.0,En Couple,4.0,false,1128 JK 25,1.0,0.0,0.0
60.0,M,878.0,Célibataire,0.0,false,8716 BP 35,0.0,1.0,0.0
47.0,F,1067.0,Célibataire,1.0,false,3532 UT 55,1.0,1.0,0.0
42.0,M,587.0,En Couple,1.0,true,5772 RV 86,0.0,0.0,1.0
34.0,M,1351.0,En Couple,3.0,false,9121 JB 62,0.0,0.0,0.0
21.0,M,570.0,Célibataire,0.0,false,8139 BL 42,0.0,1.0,0.0
70.0,M,1085.0,En Couple,1.0,false,5256 YN 57,0.0,0.0,0.0
29.0,M,579.0,Célibataire,0.0,false,2299 HX 74,0.0,1.0,0.0
26.0,M,582.0,En Couple,4.0,true,5683 YV 98,0.0,0.0,1.0
34.0,M,1210.0,En Couple,2.0,false,4304 TW 72,0.0,0.0,0.0
44.0,M,784.0,En Couple,1.0,false,7769 PB 52,0.0,0.0,0.0
23.0,F,1282.0,En Couple,2.0,false,2080 JK 76,1.0,0.0,0.0
26.0,M,776.0,Célibataire,0.0,false,5832 HM 26,0.0,1.0,0.0
59.0,M,1265.0,En Couple,1.0,false,6479 IN 83,0.0,0.0,0.0
67.0,F,592.0,En Couple,0.0,false,488 RZ 52,1.0,0.0,0.0
58.0,F,573.0,En Couple,1.0,true,2733 MK 98,1.0,0.0,1.0
59.0,M,563.0,En Couple,1.0,false,1336 CN 43,0.0,0.0,0.0
37.0,M,1152.0,En Couple,3.0,false,6689 PS 85,0.0,0.0,0.0
66.0,M,1354.0,Célibataire,0.0,false,1206 YL 12,0.0,1.0,0.0
58.0,M,582.0,Célibataire,3.0,false,8584 EP 39,0.0,1.0,0.0
67.0,M,584.0,En Couple,0.0,false,5279 QF 39,0.0,0.0,0.0
34.0,M,820.0,En Couple,3.0,false,9793 VH 76,0.0,0.0,0.0
68.0,M,571.0,En Couple,3.0,false,9207 YL 49,0.0,0.0,0.0
39.0,M,552.0,En Couple,3.0,true,7218 XB 78,0.0,0.0,1.0
28.0,F,1051.0,Célibataire,1.0,false,5713 PW 73,1.0,1.0,0.0
27.0,M,929.0,En Couple,0.0,false,1668 KH 42,0.0,0.0,0.0
61.0,M,555.0,En Couple,1.0,true,4791 RV 11,0.0,0.0,1.0
20.0,M,1160.0,En Couple,0.0,false,5408 WZ 23,0.0,0.0,0.0
66.0,M,589.0,Célibataire,0.0,false,5129 WJ 89,0.0,1.0,0.0
24.0,M,1296.0,En Couple,3.0,true,9910 SZ 24,0.0,0.0,1.0
21.0,M,1316.0,Célibataire,0.0,false,2730 AZ 35,0.0,1.0,0.0
28.0,F,1013.0,Célibataire,0.0,false,5818 EV 56,1.0,1.0,0.0
75.0,M,706.0,En Couple,1.0,true,3510 VB 36,0.0,0.0,1.0
45.0,M,1382.0,En Couple,2.0,false,8322 TK 61,0.0,0.0,0.0
63.0,M,598.0,Célibataire,0.0,false,3269 MC 35,0.0,1.0,0.0
23.0,M,954.0,En Couple,1.0,true,3947 DO 24,0.0,0.0,1.0
71.0,M,894.0,En Couple,1.0,false,2247 KZ 48,0.0,0.0,0.0
42.0,M,579.0,Célibataire,0.0,false,5501 PH 94,0.0,1.0,0.0
72.0,F,567.0,En Couple,4.0,false,8192 WX 62,1.0,0.0,0.0
