immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
7252 EE 24,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
8071 ED 25,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
5701 OM 55,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,true,34440
1282 VO 79,BMW,120i,150,moyenne,5,5,gris,true,25060
6744 DZ 60,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
3358 TU 22,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
7783 IN 41,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
1607 ED 16,BMW,M5,507,très longue,5,5,noir,false,94800
3066 GX 21,Nissan,Maxima 3.0 V6,200,très longue,5,5,blanc,false,30000
1381 RG 83,BMW,120i,150,moyenne,5,5,noir,true,25060
659 CP 85,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
3125 ZO 84,Renault,Laguna 2.0T,170,longue,5,5,blanc,true,19110
8143 QP 95,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
8982 TI 20,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
7297 JV 80,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,true,34440
3448 OV 10,Nissan,Maxima 3.0 V6,200,très longue,5,5,gris,false,30000
3576 PF 88,Mercedes,S500,306,très longue,5,5,gris,true,70910
5411 ZP 76,Fiat,Croma 2.2,147,longue,5,5,bleu,true,17346
9739 ZI 50,Fiat,Croma 2.2,147,longue,5,5,noir,true,17346
7200 WK 73,BMW,M5,507,très longue,5,5,noir,false,94800
8878 AQ 22,Audi,A2 1.4,75,courte,5,5,noir,false,18310
9177 JG 19,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
7591 WK 37,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
8169 UZ 90,Mercedes,S500,306,très longue,5,5,bleu,true,70910
253 LY 74,BMW,M5,507,très longue,5,5,blanc,false,94800
1433 OR 47,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
4477 GZ 75,BMW,120i,150,moyenne,5,5,blanc,true,25060
4365 UJ 17,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
2914 LO 87,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
6323 AG 17,Audi,A2 1.4,75,courte,5,5,gris,false,18310
2841 LO 77,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
3551 ZX 65,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
4113 QQ 43,Fiat,Croma 2.2,147,longue,5,5,rouge,true,17346
2938 SD 69,Seat,Toledo 1.6,102,longue,5,5,rouge,false,18880
7922 HD 37,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
1709 UE 63,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
22 FZ 34,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
1283 AU 63,Fiat,Croma 2.2,147,longue,5,5,blanc,true,17346
3439 DM 54,Fiat,Croma 2.2,147,longue,5,5,noir,true,17346
6068 HZ 19,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
2945 IR 71,Volvo,S80 T6,272,très longue,5,5,gris,true,35350
8096 DY 89,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
5106 BY 67,BMW,M5,507,très longue,5,5,bleu,false,94800
5664 ID 97,Audi,A2 1.4,75,courte,5,5,noir,true,12817
1310 JD 81,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
283 ZK 28,Kia,Picanto 1.1,65,courte,5,5,blanc,false,8990
8188 GA 38,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
7364 IS 72,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,true,34440
3866 VI 83,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
261 JK 53,Kia,Picanto 1.1,65,courte,5,5,bleu,false,8990
9402 OY 96,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
6343 JK 53,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
4721 HW 52,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
1767 RV 12,Skoda,Superb 2.8 V6,193,très longue,5,5,gris,false,31790
2231 VT 98,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
7422 XR 80,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
1864 NX 90,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
5369 BO 47,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
1481 TO 51,Audi,A2 1.4,75,courte,5,5,noir,true,12817
7859 FP 13,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,false,22350
3888 EX 69,Ford,Mondeo 1.8,125,longue,5,5,rouge,true,16730
9582 TI 97,BMW,M5,507,très longue,5,5,gris,false,94800
6921 EI 62,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
1723 LK 64,BMW,M5,507,très longue,5,5,blanc,false,94800
9773 QN 39,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
5163 ZL 15,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
8675 IO 44,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
4476 KH 81,Mercedes,S500,306,très longue,5,5,bleu,true,70910
1398 HM 39,Seat,Toledo 1.6,102,longue,5,5,noir,false,18880
9421 SW 41,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
8653 CG 30,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
7494 MH 65,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
3804 NU 10,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
6006 RD 32,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,true,34440
9790 SE 21,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
8534 DK 39,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
8739 ML 13,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,true,34440
5055 WH 46,Skoda,Superb 2.8 V6,193,très longue,5,5,blanc,false,31790
2292 TV 22,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
9057 SM 50,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
7587 QA 24,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
3611 ZW 80,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
3575 HV 72,BMW,M5,507,très longue,5,5,bleu,false,94800
9305 TD 16,Skoda,Superb 2.8 V6,193,très longue,5,5,bleu,false,31790
4864 QN 10,BMW,M5,507,très longue,5,5,bleu,true,66360
8682 VK 20,BMW,M5,507,très longue,5,5,gris,false,94800
8350 BL 72,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
7904 JF 43,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
2264 YQ 34,Mercedes,S500,306,très longue,5,5,rouge,true,70910
8899 PK 42,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
883 DW 91,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
11 GH 86,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
8051 ON 16,BMW,M5,507,très longue,5,5,noir,false,94800
9702 YN 38,BMW,120i,150,moyenne,5,5,rouge,true,25060
1830 GF 67,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
2303 WG 66,BMW,M5,507,très longue,5,5,bleu,false,94800
5562 QZ 97,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
8747 QW 56,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
5382 QK 58,Audi,A2 1.4,75,courte,5,5,gris,false,18310
4042 OC 24,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
9036 RL 34,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
580 FF 51,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
8479 VU 60,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
3231 MK 25,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
2625 UY 69,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
1828 BF 12,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
7077 CR 96,Ford,Mondeo 1.8,125,longue,5,5,rouge,true,16730
3283 CZ 79,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
7039 SO 64,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
7489 BZ 75,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
4997 CQ 15,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
2496 AD 82,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
9290 QN 79,Mercedes,S500,306,très longue,5,5,blanc,true,70910
3095 OT 22,Renault,Laguna 2.0T,170,longue,5,5,bleu,true,19110
3584 KM 59,BMW,M5,507,très longue,5,5,bleu,false,94800
5471 KE 76,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
2546 CA 32,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
7547 MN 95,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
2004 FF 38,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,false,22350
2226 TJ 27,Mercedes,S500,306,très longue,5,5,noir,true,70910
245 SO 79,Lancia,Ypsilon 1.4 16V,90,courte,5,3,noir,false,13500
6434 VA 97,Audi,A2 1.4,75,courte,5,5,gris,false,18310
3885 EU 64,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
3389 EK 96,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
1647 PS 25,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
5771 EM 62,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
1105 WL 46,BMW,M5,507,très longue,5,5,gris,true,66360
8592 NY 45,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
7853 GN 13,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
4874 EC 73,BMW,M5,507,très longue,5,5,noir,true,66360
4767 KR 81,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
4378 JX 14,Kia,Picanto 1.1,65,courte,5,5,noir,false,8990
8128 DZ 76,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
9949 DR 98,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
6247 KT 57,BMW,M5,507,très longue,5,5,rouge,false,94800
3764 JG 22,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,true,8540
9200 BE 11,BMW,M5,507,très longue,5,5,rouge,false,94800
6495 PV 90,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
164 HG 59,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
9384 ZH 96,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
6439 RW 16,Audi,A2 1.4,75,courte,5,5,noir,false,18310
9608 WA 80,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
6118 HY 68,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
2053 MS 86,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
9578 NZ 11,Mercedes,S500,306,très longue,5,5,rouge,true,70910
4044 LK 42,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,false,49200
9739 DK 78,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
407 HR 80,Fiat,Croma 2.2,147,longue,5,5,gris,true,17346
312 WQ 52,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
2589 BW 81,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
5633 NS 31,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
6696 CM 95,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
6845 AX 10,Saab,9.3 1.8T,150,longue,5,5,gris,false,38600
6454 AJ 60,Audi,A2 1.4,75,courte,5,5,noir,false,18310
1929 DT 53,Volvo,S80 T6,272,très longue,5,5,rouge,true,35350
48 ZR 73,BMW,M5,507,très longue,5,5,gris,false,94800
8127 XI 33,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
6401 BP 39,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
2364 AM 73,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
5641 HQ 69,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
2853 NJ 52,BMW,M5,507,très longue,5,5,bleu,false,94800
7460 DE 40,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
8143 MT 19,BMW,M5,507,très longue,5,5,bleu,true,66360
5259 AT 47,Mini,Copper 1.6 16V,115,courte,5,5,gris,false,18200
8045 JN 83,Mercedes,A200,136,moyenne,5,5,noir,false,25900
721 LR 87,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
5164 EH 48,BMW,M5,507,très longue,5,5,rouge,true,66360
8532 PA 66,Fiat,Croma 2.2,147,longue,5,5,blanc,false,24780
9563 WK 49,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,false,49200
425 ZQ 82,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
4405 LU 24,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
9865 LA 85,BMW,M5,507,très longue,5,5,bleu,false,94800
8238 BE 68,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
364 EP 10,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
9785 OG 84,BMW,M5,507,très longue,5,5,gris,true,66360
6352 TS 95,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
9558 SK 91,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
7485 EZ 40,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
7940 GZ 70,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
8839 WJ 34,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
7547 BX 22,BMW,M5,507,très longue,5,5,bleu,true,66360
2956 UL 50,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
1536 NV 53,Volvo,S80 T6,272,très longue,5,5,noir,true,35350
9973 RP 39,Skoda,Superb 2.8 V6,193,très longue,5,5,bleu,false,31790
5774 YD 57,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
4895 MR 48,Audi,A2 1.4,75,courte,5,5,noir,false,18310
2886 GC 34,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
4340 OB 61,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
3929 YU 73,Mercedes,S500,306,très longue,5,5,bleu,false,101300
927 NN 67,BMW,120i,150,moyenne,5,5,gris,true,25060
4301 XB 90,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,true,16029
2957 LW 42,Mercedes,S500,306,très longue,5,5,noir,true,70910
5379 XH 77,BMW,120i,150,moyenne,5,5,bleu,true,25060
5503 VP 24,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
5404 HQ 59,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
758 ZO 91,Audi,A2 1.4,75,courte,5,5,gris,false,18310
4886 PE 51,Mercedes,S500,306,très longue,5,5,blanc,true,70910
4229 VB 65,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
7241 CW 96,BMW,M5,507,très longue,5,5,bleu,false,94800
696 AG 61,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
9912 AT 74,BMW,120i,150,moyenne,5,5,bleu,true,25060
5036 KK 16,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
7162 XY 76,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
4144 QW 71,BMW,120i,150,moyenne,5,5,bleu,true,25060
7380 KL 61,Mini,Copper 1.6 16V,115,courte,5,5,gris,true,12740
1123 HS 49,Nissan,Primera 1.6,109,longue,5,5,noir,false,18650
2092 SF 60,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
1352 QO 75,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
9152 HB 57,Mercedes,A200,136,moyenne,5,5,rouge,true,18130
3734 UI 54,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
2094 CQ 10,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
163 ZF 95,Nissan,Almera 1.8,115,moyenne,5,5,rouge,false,16450
8481 YL 74,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
6126 NX 22,Nissan,Maxima 3.0 V6,200,très longue,5,5,bleu,false,30000
8370 JP 40,Audi,A2 1.4,75,courte,5,5,noir,false,18310
5903 XD 30,Skoda,Superb 2.8 V6,193,très longue,5,5,blanc,false,31790
4436 MP 52,BMW,M5,507,très longue,5,5,noir,false,94800
5967 IE 48,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
8059 JI 87,Mercedes,S500,306,très longue,5,5,bleu,true,70910
6439 WQ 50,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
4876 JE 52,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
7385 PS 59,Fiat,Croma 2.2,147,longue,5,5,noir,true,17346
1500 EH 35,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
9962 FT 71,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
8046 NC 55,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,false,49200
3208 TO 74,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
545 TI 26,Audi,A2 1.4,75,courte,5,5,gris,false,18310
6879 RL 46,BMW,M5,507,très longue,5,5,blanc,true,66360
3323 UQ 85,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
5880 HZ 83,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
6545 MH 50,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
4983 RH 81,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
3423 CY 71,Audi,A2 1.4,75,courte,5,5,noir,false,18310
532 CB 50,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
4046 VI 53,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
630 PT 64,BMW,M5,507,très longue,5,5,bleu,true,66360
4724 ZI 70,Fiat,Croma 2.2,147,longue,5,5,rouge,true,17346
2802 DV 58,Fiat,Croma 2.2,147,longue,5,5,gris,true,17346
5034 VC 29,Mercedes,S500,306,très longue,5,5,rouge,false,101300
8552 FT 27,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
5009 FD 75,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
865 RY 15,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
9075 EZ 62,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
2695 EU 36,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
3158 PT 73,Mini,Copper 1.6 16V,115,courte,5,5,rouge,true,12740
9436 VM 92,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
566 OW 31,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
1651 VR 16,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
4226 RO 90,Mercedes,A200,136,moyenne,5,5,noir,true,18130
3703 MA 12,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,true,16029
6156 WG 70,BMW,M5,507,très longue,5,5,bleu,false,94800
1152 OD 59,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
1409 NR 87,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
992 FL 58,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
7678 IB 28,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
6074 AU 67,BMW,M5,507,très longue,5,5,blanc,true,66360
5346 EJ 23,Mercedes,S500,306,très longue,5,5,bleu,false,101300
7261 QP 17,BMW,M5,507,très longue,5,5,bleu,true,66360
8290 GQ 95,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
6838 YE 72,Seat,Toledo 1.6,102,longue,5,5,bleu,false,18880
2790 ZS 82,Volvo,S80 T6,272,très longue,5,5,gris,true,35350
1681 RI 81,BMW,M5,507,très longue,5,5,bleu,true,66360
4612 AO 30,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
6254 VY 55,BMW,M5,507,très longue,5,5,blanc,true,66360
1604 CL 86,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
9040 LL 21,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
8425 OA 44,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
7950 JO 17,Nissan,Almera 1.8,115,moyenne,5,5,bleu,false,16450
4160 CY 56,Nissan,Primera 1.6,109,longue,5,5,noir,false,18650
9036 OX 21,Renault,Laguna 2.0T,170,longue,5,5,blanc,true,19110
5098 KA 48,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,true,34440
8797 NC 37,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
3017 BQ 33,Nissan,Primera 1.6,109,longue,5,5,blanc,false,18650
3615 OZ 58,Volvo,S80 T6,272,très longue,5,5,rouge,true,35350
6901 RG 75,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
7505 DW 66,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
7337 ZY 17,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
4601 OJ 43,Audi,A2 1.4,75,courte,5,5,noir,false,18310
7888 IV 58,Fiat,Croma 2.2,147,longue,5,5,bleu,true,17346
4956 XL 12,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
949 PU 50,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
9163 WO 85,BMW,M5,507,très longue,5,5,noir,true,66360
8835 YD 49,BMW,M5,507,très longue,5,5,noir,false,94800
7115 DO 18,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
489 BS 72,Skoda,Superb 2.8 V6,193,très longue,5,5,blanc,false,31790
331 NZ 59,Audi,A2 1.4,75,courte,5,5,noir,false,18310
4730 GH 44,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
858 RT 71,BMW,M5,507,très longue,5,5,noir,false,94800
585 VF 12,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,true,16029
6958 YL 14,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
2214 EV 24,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
7181 RV 77,Audi,A2 1.4,75,courte,5,5,noir,false,18310
6523 OV 65,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
827 VZ 74,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
335 LV 79,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
965 DW 80,Mercedes,S500,306,très longue,5,5,blanc,false,101300
3750 NA 87,Mercedes,S500,306,très longue,5,5,rouge,false,101300
3911 XY 39,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
5744 JN 36,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
9632 BQ 71,Ford,Mondeo 1.8,125,longue,5,5,rouge,true,16730
8908 XV 31,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
1195 KY 70,BMW,M5,507,très longue,5,5,gris,false,94800
8161 AJ 88,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,true,15644
1799 MT 66,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
7283 YD 20,Skoda,Superb 2.8 V6,193,très longue,5,5,gris,false,31790
2870 PW 57,BMW,M5,507,très longue,5,5,rouge,false,94800
747 CJ 33,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
4200 XC 56,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
1450 XA 81,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
5980 JO 28,BMW,M5,507,très longue,5,5,noir,false,94800
6514 HA 86,Saab,9.3 1.8T,150,longue,5,5,noir,false,38600
7136 XZ 52,Mercedes,S500,306,très longue,5,5,bleu,true,70910
361 KV 66,Volvo,S80 T6,272,très longue,5,5,blanc,true,35350
1885 MC 45,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
9722 MK 75,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,true,15644
3029 IW 21,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
5910 PU 25,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,true,8540
4986 VC 68,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
3991 KK 85,Mercedes,S500,306,très longue,5,5,rouge,true,70910
8470 NG 97,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
1357 EW 10,Mercedes,A200,136,moyenne,5,5,noir,false,25900
4740 QF 30,Volvo,S80 T6,272,très longue,5,5,blanc,true,35350
5385 CR 45,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
3900 BR 16,BMW,M5,507,très longue,5,5,bleu,false,94800
1937 MQ 20,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
5871 ZK 49,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
4302 EH 36,BMW,120i,150,moyenne,5,5,noir,true,25060
1397 PQ 91,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
9177 QR 54,Saab,9.3 1.8T,150,longue,5,5,blanc,false,38600
6563 MR 17,Volvo,S80 T6,272,très longue,5,5,noir,true,35350
8743 GN 91,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
8266 JX 95,Audi,A3 2.0 FSI,150,moyenne,5,5,gris,true,19950
3945 WC 42,Mercedes,S500,306,très longue,5,5,noir,true,70910
7676 ZE 48,Kia,Picanto 1.1,65,courte,5,5,rouge,false,8990
1041 PN 75,Mercedes,S500,306,très longue,5,5,rouge,true,70910
217 MT 43,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
2476 TG 79,Nissan,Primera 1.6,109,longue,5,5,gris,false,18650
9092 SB 86,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
6409 GH 74,Fiat,Croma 2.2,147,longue,5,5,gris,true,17346
4811 KM 59,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
1590 WN 55,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
1827 CO 89,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
1510 QE 29,Saab,9.3 1.8T,150,longue,5,5,gris,false,38600
3865 VY 68,BMW,M5,507,très longue,5,5,noir,false,94800
6953 IC 80,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
7679 ZA 73,Audi,A2 1.4,75,courte,5,5,gris,false,18310
6595 UI 92,BMW,M5,507,très longue,5,5,bleu,true,66360
2453 FO 83,Peugeot,1007 1.4,75,courte,5,5,blanc,true,9625
200 SE 54,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
5785 SA 79,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
8868 ME 60,Mercedes,A200,136,moyenne,5,5,blanc,false,25900
9838 AZ 18,BMW,120i,150,moyenne,5,5,bleu,true,25060
3195 CJ 74,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
4994 JS 48,BMW,M5,507,très longue,5,5,rouge,false,94800
2790 FJ 19,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
7558 FV 12,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
