marque,nom,immatriculation,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix,prediction
Renault,Laguna 2.0T,8391 WH 15,170,longue,5,5,gris,false,27300,0
Audi,A2 1.4,2395 ZQ 61,75,courte,5,5,rouge,false,18310,3
Nissan,Primera 1.6,9341 WV 93,109,longue,5,5,blanc,false,18650,0
Jaguar,X-Type 2.5 V6,4010 OC 20,197,longue,5,5,bleu,false,37100,0
Volvo,S80 T6,8601 IV 20,272,très longue,5,5,bleu,false,50500,2
Jaguar,X-Type 2.5 V6,4949 RD 95,197,longue,5,5,rouge,false,37100,0
Audi,A2 1.4,3555 KC 96,75,courte,5,5,noir,false,18310,3
Renault,Vel Satis 3.5 V6,7076 WJ 96,245,très longue,5,5,blanc,false,49200,2
BMW,M5,9956 HP 13,507,très longue,5,5,rouge,false,94800,2
Peugeot,1007 1.4,7929 NH 64,75,courte,5,5,blanc,false,13750,3
Fiat,Croma 2.2,6438 EZ 19,147,longue,5,5,gris,false,24780,0
Mercedes,A200,895 ZX 87,136,moyenne,5,5,gris,false,25900,0
BMW,M5,8339 SB 58,507,très longue,5,5,noir,false,94800,2
Audi,A2 1.4,6531 DJ 45,75,courte,5,5,rouge,false,18310,3
Volvo,S80 T6,9058 JA 76,272,très longue,5,5,gris,false,50500,2
Audi,A2 1.4,6381 IY 22,75,courte,5,5,gris,false,18310,3
BMW,M5,8748 ZN 50,507,très longue,5,5,gris,false,94800,2
Saab,9.3 1.8T,4906 AJ 87,150,longue,5,5,rouge,false,38600,0
Jaguar,X-Type 2.5 V6,6690 JQ 58,197,longue,5,5,gris,false,37100,0
BMW,M5,4097 TH 37,507,très longue,5,5,noir,false,94800,2
Audi,A2 1.4,7261 HQ 28,75,courte,5,5,gris,false,18310,3
Audi,A2 1.4,9337 RF 24,75,courte,5,5,noir,false,18310,3
Renault,Vel Satis 3.5 V6,3028 FH 43,245,très longue,5,5,gris,false,49200,2
Renault,Vel Satis 3.5 V6,1895 TA 84,245,très longue,5,5,rouge,false,49200,2
Nissan,Primera 1.6,6107 KU 23,109,longue,5,5,blanc,false,18650,0
Peugeot,1007 1.4,9317 WL 95,75,courte,5,5,bleu,false,13750,3
Kia,Picanto 1.1,4652 EP 19,65,courte,5,5,bleu,false,8990,3
Nissan,Primera 1.6,1510 BH 41,109,longue,5,5,gris,false,18650,0
Jaguar,X-Type 2.5 V6,9438 OQ 62,197,longue,5,5,noir,false,37100,0
Peugeot,1007 1.4,9294 XC 13,75,courte,5,5,bleu,false,13750,3
Jaguar,X-Type 2.5 V6,9603 SR 97,197,longue,5,5,noir,false,37100,0
Jaguar,X-Type 2.5 V6,6326 MQ 61,197,longue,5,5,rouge,false,37100,0
Audi,A2 1.4,2028 RN 31,75,courte,5,5,bleu,false,18310,3
Fiat,Croma 2.2,5799 XJ 87,147,longue,5,5,gris,false,24780,0
BMW,M5,7086 PH 82,507,très longue,5,5,bleu,false,94800,2
Audi,A2 1.4,8389 GC 52,75,courte,5,5,blanc,false,18310,3
Jaguar,X-Type 2.5 V6,7679 SF 50,197,longue,5,5,rouge,false,37100,0
Renault,Megane 2.0 16V,4051 EN 93,135,moyenne,5,5,gris,false,22350,0
Jaguar,X-Type 2.5 V6,9373 ZE 86,197,longue,5,5,rouge,false,37100,0
Mercedes,A200,8210 VJ 84,136,moyenne,5,5,noir,false,25900,0
Volkswagen,Polo 1.2 6V,4310 EO 63,55,courte,5,3,bleu,false,12200,1
Volvo,S80 T6,2635 SB 63,272,très longue,5,5,noir,false,50500,2
BMW,M5,9968 HW 43,507,très longue,5,5,bleu,false,94800,2
Volvo,S80 T6,6551 TW 60,272,très longue,5,5,gris,false,50500,2
Mercedes,S500,6517 HF 20,306,très longue,5,5,bleu,false,101300,2
Jaguar,X-Type 2.5 V6,793 UC 80,197,longue,5,5,bleu,false,37100,0
Peugeot,1007 1.4,4785 IS 83,75,courte,5,5,noir,false,13750,3
Audi,A2 1.4,6520 XK 54,75,courte,5,5,gris,false,18310,3
Nissan,Maxima 3.0 V6,5776 BQ 16,200,très longue,5,5,bleu,false,30000,2
Renault,Vel Satis 3.5 V6,998 UT 33,245,très longue,5,5,rouge,false,49200,2
Volkswagen,Golf 2.0 FSI,6599 NV 95,150,moyenne,5,5,rouge,false,22900,0
Audi,A2 1.4,2551 ZZ 72,75,courte,5,5,rouge,false,18310,3
Volkswagen,Golf 2.0 FSI,4043 GO 91,150,moyenne,5,5,blanc,false,22900,0
Audi,A2 1.4,37 CO 15,75,courte,5,5,bleu,false,18310,3
Ford,Mondeo 1.8,4861 CH 90,125,longue,5,5,bleu,false,23900,0
Mercedes,A200,1343 HM 49,136,moyenne,5,5,blanc,false,25900,0
Volkswagen,Polo 1.2 6V,4592 HP 81,55,courte,5,3,blanc,false,12200,1
Volvo,S80 T6,737 HE 10,272,très longue,5,5,blanc,false,50500,2
Volvo,S80 T6,9646 PU 96,272,très longue,5,5,noir,false,50500,2
Daihatsu,Cuore 1.0,9734 YF 22,58,courte,5,3,gris,false,8850,1
Peugeot,1007 1.4,2845 FY 24,75,courte,5,5,blanc,false,13750,3
Audi,A2 1.4,149 OU 16,75,courte,5,5,blanc,false,18310,3
Jaguar,X-Type 2.5 V6,3477 MQ 67,197,longue,5,5,rouge,false,37100,0
Saab,9.3 1.8T,8824 LL 77,150,longue,5,5,noir,false,38600,0
Jaguar,X-Type 2.5 V6,8081 RT 87,197,longue,5,5,blanc,false,37100,0
Renault,Vel Satis 3.5 V6,8289 BA 32,245,très longue,5,5,gris,false,49200,2
Renault,Vel Satis 3.5 V6,8241 IM 10,245,très longue,5,5,gris,false,49200,2
Volkswagen,Polo 1.2 6V,3295 GU 34,55,courte,5,3,rouge,false,12200,1
Jaguar,X-Type 2.5 V6,9281 QD 19,197,longue,5,5,blanc,false,37100,0
Volvo,S80 T6,7324 UP 25,272,très longue,5,5,blanc,false,50500,2
Nissan,Maxima 3.0 V6,5255 YM 26,200,très longue,5,5,blanc,false,30000,2
BMW,M5,4515 YF 30,507,très longue,5,5,blanc,false,94800,2
Audi,A2 1.4,8788 SN 95,75,courte,5,5,blanc,false,18310,3
Peugeot,1007 1.4,5456 JJ 70,75,courte,5,5,gris,false,13750,3
Fiat,Croma 2.2,4732 SR 82,147,longue,5,5,gris,false,24780,0
Dacia,Logan 1.6 MPI,9989 DH 28,90,moyenne,5,5,rouge,false,7500,0
Audi,A2 1.4,274 BE 76,75,courte,5,5,noir,false,18310,3
Peugeot,1007 1.4,2146 KT 16,75,courte,5,5,blanc,false,13750,3
Jaguar,X-Type 2.5 V6,1538 NV 66,197,longue,5,5,gris,false,37100,0
Volvo,S80 T6,2438 QG 63,272,très longue,5,5,noir,false,50500,2
Volvo,S80 T6,7352 RU 16,272,très longue,5,5,noir,false,50500,2
Peugeot,1007 1.4,8692 VS 84,75,courte,5,5,bleu,false,13750,3
Fiat,Croma 2.2,523 GK 14,147,longue,5,5,gris,false,24780,0
BMW,M5,8283 HI 52,507,très longue,5,5,gris,false,94800,2
Skoda,Superb 2.8 V6,4583 FI 70,193,très longue,5,5,gris,false,31790,2
Jaguar,X-Type 2.5 V6,1625 RG 69,197,longue,5,5,rouge,false,37100,0
Renault,Vel Satis 3.5 V6,8597 HI 51,245,très longue,5,5,rouge,false,49200,2
Renault,Vel Satis 3.5 V6,6055 VA 95,245,très longue,5,5,bleu,false,49200,2
Volvo,S80 T6,5419 WN 98,272,très longue,5,5,rouge,false,50500,2
BMW,M5,9393 VP 35,507,très longue,5,5,gris,false,94800,2
BMW,M5,3935 PZ 69,507,très longue,5,5,bleu,false,94800,2
Nissan,Maxima 3.0 V6,1425 IK 92,200,très longue,5,5,noir,false,30000,2
Jaguar,X-Type 2.5 V6,4637 ST 81,197,longue,5,5,noir,false,37100,0
Jaguar,X-Type 2.5 V6,54 MC 58,197,longue,5,5,noir,false,37100,0
BMW,M5,3434 OC 26,507,très longue,5,5,gris,false,94800,2
BMW,M5,8855 EL 60,507,très longue,5,5,blanc,false,94800,2
Audi,A2 1.4,3686 BU 18,75,courte,5,5,gris,false,18310,3
Saab,9.3 1.8T,9441 NR 65,150,longue,5,5,noir,false,38600,0
Renault,Megane 2.0 16V,884 MQ 32,135,moyenne,5,5,blanc,false,22350,0
Volvo,S80 T6,4097 HU 56,272,très longue,5,5,noir,false,50500,2
Volvo,S80 T6,9496 XG 34,272,très longue,5,5,gris,false,50500,2
Jaguar,X-Type 2.5 V6,661 RF 72,197,longue,5,5,bleu,false,37100,0
Dacia,Logan 1.6 MPI,2058 NW 45,90,moyenne,5,5,bleu,false,7500,0
Audi,A2 1.4,9289 QG 16,75,courte,5,5,rouge,false,18310,3
Seat,Toledo 1.6,3246 RB 27,102,longue,5,5,rouge,false,18880,0
Ford,Mondeo 1.8,7369 RF 17,125,longue,5,5,bleu,false,23900,0
Jaguar,X-Type 2.5 V6,890 YB 83,197,longue,5,5,gris,false,37100,0
BMW,M5,7495 DC 78,507,très longue,5,5,noir,false,94800,2
Jaguar,X-Type 2.5 V6,1434 VD 47,197,longue,5,5,gris,false,37100,0
Renault,Laguna 2.0T,2157 PV 43,170,longue,5,5,rouge,false,27300,0
BMW,M5,7221 ZC 28,507,très longue,5,5,blanc,false,94800,2
Renault,Megane 2.0 16V,1758 LZ 65,135,moyenne,5,5,noir,false,22350,0
BMW,M5,8209 HZ 85,507,très longue,5,5,noir,false,94800,2
Renault,Vel Satis 3.5 V6,9466 RH 62,245,très longue,5,5,noir,false,49200,2
Audi,A2 1.4,146 NB 73,75,courte,5,5,bleu,false,18310,3
Nissan,Primera 1.6,4102 DG 61,109,longue,5,5,gris,false,18650,0
Volvo,S80 T6,835 NY 58,272,très longue,5,5,noir,false,50500,2
Volkswagen,Polo 1.2 6V,4570 PY 96,55,courte,5,3,bleu,false,12200,1
Nissan,Maxima 3.0 V6,1654 FF 93,200,très longue,5,5,rouge,false,30000,2
Volvo,S80 T6,1829 RK 61,272,très longue,5,5,gris,false,50500,2
Fiat,Croma 2.2,2456 QJ 27,147,longue,5,5,gris,false,24780,0
Volvo,S80 T6,8575 LF 83,272,très longue,5,5,gris,false,50500,2
BMW,M5,6933 PH 43,507,très longue,5,5,gris,false,94800,2
Volkswagen,Golf 2.0 FSI,8641 KV 43,150,moyenne,5,5,bleu,false,22900,0
BMW,M5,1084 UO 12,507,très longue,5,5,noir,false,94800,2
Mercedes,S500,4367 QE 95,306,très longue,5,5,blanc,false,101300,2
Jaguar,X-Type 2.5 V6,7509 VQ 37,197,longue,5,5,gris,false,37100,0
Volvo,S80 T6,3138 IB 22,272,très longue,5,5,blanc,false,50500,2
Audi,A2 1.4,8314 LY 53,75,courte,5,5,blanc,false,18310,3
Peugeot,1007 1.4,9555 EC 27,75,courte,5,5,rouge,false,13750,3
Volkswagen,Golf 2.0 FSI,9743 IN 32,150,moyenne,5,5,bleu,false,22900,0
Peugeot,1007 1.4,5799 CF 52,75,courte,5,5,bleu,false,13750,3
Mercedes,S500,4652 SU 30,306,très longue,5,5,bleu,false,101300,2
Volkswagen,Golf 2.0 FSI,6331 HI 60,150,moyenne,5,5,blanc,false,22900,0
Renault,Megane 2.0 16V,8633 YX 29,135,moyenne,5,5,blanc,false,22350,0
Skoda,Superb 2.8 V6,7204 BG 38,193,très longue,5,5,noir,false,31790,2
Volvo,S80 T6,1747 ED 38,272,très longue,5,5,gris,false,50500,2
Renault,Laguna 2.0T,7120 XP 56,170,longue,5,5,rouge,false,27300,0
Peugeot,1007 1.4,5903 MP 78,75,courte,5,5,bleu,false,13750,3
Audi,A2 1.4,6445 RE 66,75,courte,5,5,blanc,false,18310,3
BMW,M5,6390 JT 49,507,très longue,5,5,blanc,false,94800,2
Volkswagen,Polo 1.2 6V,1450 CD 15,55,courte,5,3,noir,false,12200,1
Audi,A2 1.4,1474 UX 25,75,courte,5,5,noir,false,18310,3
Jaguar,X-Type 2.5 V6,9963 VO 97,197,longue,5,5,gris,false,37100,0
Volkswagen,Polo 1.2 6V,9283 NL 57,55,courte,5,3,gris,false,12200,1
Volkswagen,Polo 1.2 6V,6875 VI 25,55,courte,5,3,rouge,false,12200,1
Volkswagen,Polo 1.2 6V,1835 WX 26,55,courte,5,3,noir,false,12200,1
Audi,A2 1.4,422 PR 93,75,courte,5,5,bleu,false,18310,3
Volvo,S80 T6,4183 UY 72,272,très longue,5,5,bleu,false,50500,2
Audi,A2 1.4,1025 AJ 28,75,courte,5,5,noir,false,18310,3
Jaguar,X-Type 2.5 V6,5219 JI 88,197,longue,5,5,gris,false,37100,0
Fiat,Croma 2.2,3728 EE 38,147,longue,5,5,blanc,false,24780,0
Volvo,S80 T6,1921 IE 74,272,très longue,5,5,rouge,false,50500,2
Audi,A2 1.4,2018 IY 32,75,courte,5,5,bleu,false,18310,3
BMW,M5,4758 GP 81,507,très longue,5,5,noir,false,94800,2
Fiat,Croma 2.2,212 CT 64,147,longue,5,5,gris,false,24780,0
BMW,M5,7039 MI 36,507,très longue,5,5,rouge,false,94800,2
Fiat,Croma 2.2,4877 ZI 61,147,longue,5,5,noir,false,24780,0
Jaguar,X-Type 2.5 V6,5238 HW 83,197,longue,5,5,rouge,false,37100,0
Renault,Vel Satis 3.5 V6,2546 QH 13,245,très longue,5,5,blanc,false,49200,2
Nissan,Primera 1.6,1520 BZ 48,109,longue,5,5,bleu,false,18650,0
Volvo,S80 T6,2582 TJ 90,272,très longue,5,5,bleu,false,50500,2
Volvo,S80 T6,2557 TV 17,272,très longue,5,5,bleu,false,50500,2
Audi,A2 1.4,5393 EM 29,75,courte,5,5,noir,false,18310,3
Volkswagen,Polo 1.2 6V,8943 MS 97,55,courte,5,3,noir,false,12200,1
Audi,A2 1.4,9582 VL 41,75,courte,5,5,gris,false,18310,3
Audi,A2 1.4,7546 GX 85,75,courte,5,5,noir,false,18310,3
Volvo,S80 T6,9306 QB 15,272,très longue,5,5,noir,false,50500,2
Ford,Mondeo 1.8,4508 HR 86,125,longue,5,5,gris,false,23900,0
Renault,Laguna 2.0T,2807 IL 98,170,longue,5,5,noir,false,27300,0
Ford,Mondeo 1.8,6424 CX 93,125,longue,5,5,noir,false,23900,0
Audi,A2 1.4,9375 IA 19,75,courte,5,5,bleu,false,18310,3
Peugeot,1007 1.4,9443 LX 98,75,courte,5,5,bleu,false,13750,3
Renault,Vel Satis 3.5 V6,4502 EG 22,245,très longue,5,5,bleu,false,49200,2
Peugeot,1007 1.4,1178 IW 74,75,courte,5,5,gris,false,13750,3
Audi,A2 1.4,3825 PQ 56,75,courte,5,5,noir,false,18310,3
Skoda,Superb 2.8 V6,3744 RK 79,193,très longue,5,5,rouge,false,31790,2
Fiat,Croma 2.2,7820 BV 45,147,longue,5,5,rouge,false,24780,0
Volvo,S80 T6,2256 AO 28,272,très longue,5,5,noir,false,50500,2
Audi,A2 1.4,5324 MQ 77,75,courte,5,5,noir,false,18310,3
Jaguar,X-Type 2.5 V6,6725 YY 54,197,longue,5,5,rouge,false,37100,0
Jaguar,X-Type 2.5 V6,9914 PB 87,197,longue,5,5,blanc,false,37100,0
Renault,Megane 2.0 16V,2222 MM 97,135,moyenne,5,5,blanc,false,22350,0
Skoda,Superb 2.8 V6,1358 ZY 95,193,très longue,5,5,rouge,false,31790,2
BMW,M5,8216 VE 88,507,très longue,5,5,noir,false,94800,2
BMW,M5,4757 CD 43,507,très longue,5,5,blanc,false,94800,2
Ford,Mondeo 1.8,8346 AM 27,125,longue,5,5,rouge,false,23900,0
Jaguar,X-Type 2.5 V6,3514 UY 35,197,longue,5,5,blanc,false,37100,0
Volkswagen,Polo 1.2 6V,7171 WJ 48,55,courte,5,3,blanc,false,12200,1
Renault,Laguna 2.0T,9508 ZQ 42,170,longue,5,5,rouge,false,27300,0
Volvo,S80 T6,2731 AJ 14,272,très longue,5,5,bleu,false,50500,2
Fiat,Croma 2.2,3003 BB 63,147,longue,5,5,gris,false,24780,0
BMW,M5,2622 AN 19,507,très longue,5,5,blanc,false,94800,2
Skoda,Superb 2.8 V6,126 QL 86,193,très longue,5,5,noir,false,31790,2
Jaguar,X-Type 2.5 V6,2176 DR 68,197,longue,5,5,blanc,false,37100,0
Jaguar,X-Type 2.5 V6,5140 GY 13,197,longue,5,5,rouge,false,37100,0
Renault,Vel Satis 3.5 V6,3225 ZF 65,245,très longue,5,5,noir,false,49200,2
Volvo,S80 T6,2065 BL 96,272,très longue,5,5,gris,false,50500,2
BMW,M5,3959 KU 13,507,très longue,5,5,rouge,false,94800,2
Audi,A2 1.4,3308 SU 43,75,courte,5,5,blanc,false,18310,3
Volvo,S80 T6,7792 GX 92,272,très longue,5,5,blanc,false,50500,2
Nissan,Maxima 3.0 V6,8180 DC 52,200,très longue,5,5,blanc,false,30000,2
Jaguar,X-Type 2.5 V6,4744 TI 68,197,longue,5,5,rouge,false,37100,0
Audi,A2 1.4,6228 JY 42,75,courte,5,5,rouge,false,18310,3
Jaguar,X-Type 2.5 V6,8145 FI 33,197,longue,5,5,noir,false,37100,0
Peugeot,1007 1.4,7102 UX 79,75,courte,5,5,gris,false,13750,3
Renault,Vel Satis 3.5 V6,4225 CX 30,245,très longue,5,5,gris,false,49200,2
Dacia,Logan 1.6 MPI,8538 LA 73,90,moyenne,5,5,gris,false,7500,0
BMW,M5,9464 NR 10,507,très longue,5,5,noir,false,94800,2
Renault,Vel Satis 3.5 V6,465 IS 68,245,très longue,5,5,blanc,false,49200,2
Volvo,S80 T6,4079 KG 65,272,très longue,5,5,blanc,false,50500,2
Peugeot,1007 1.4,290 JF 80,75,courte,5,5,noir,false,13750,3
Renault,Vel Satis 3.5 V6,6421 FM 58,245,très longue,5,5,rouge,false,49200,2
Fiat,Croma 2.2,639 PA 60,147,longue,5,5,blanc,false,24780,0
Saab,9.3 1.8T,9399 CE 86,150,longue,5,5,gris,false,38600,0
BMW,M5,9649 WM 52,507,très longue,5,5,gris,false,94800,2
Audi,A2 1.4,2455 UV 15,75,courte,5,5,rouge,false,18310,3
Renault,Laguna 2.0T,5164 WR 31,170,longue,5,5,bleu,false,27300,0
BMW,M5,6006 XL 34,507,très longue,5,5,bleu,false,94800,2
BMW,M5,1718 KY 71,507,très longue,5,5,bleu,false,94800,2
Dacia,Logan 1.6 MPI,9743 QV 31,90,moyenne,5,5,rouge,false,7500,0
Nissan,Primera 1.6,3742 HN 38,109,longue,5,5,blanc,false,18650,0
Peugeot,1007 1.4,2179 JN 31,75,courte,5,5,bleu,false,13750,3
Audi,A2 1.4,628 SQ 70,75,courte,5,5,rouge,false,18310,3
BMW,M5,8502 HJ 11,507,très longue,5,5,blanc,false,94800,2
Audi,A2 1.4,2414 RG 21,75,courte,5,5,blanc,false,18310,3
Daihatsu,Cuore 1.0,9145 LA 80,58,courte,5,3,gris,false,8850,1
Mercedes,S500,5683 UN 11,306,très longue,5,5,rouge,false,101300,2
Dacia,Logan 1.6 MPI,5503 JU 40,90,moyenne,5,5,bleu,false,7500,0
Daihatsu,Cuore 1.0,7116 CZ 38,58,courte,5,3,rouge,false,8850,1
Renault,Megane 2.0 16V,8772 HH 16,135,moyenne,5,5,noir,false,22350,0
BMW,M5,4018 MP 39,507,très longue,5,5,noir,false,94800,2
Fiat,Croma 2.2,2298 SU 51,147,longue,5,5,noir,false,24780,0
Volkswagen,Golf 2.0 FSI,7704 WA 15,150,moyenne,5,5,bleu,false,22900,0
Daihatsu,Cuore 1.0,6663 RA 28,58,courte,5,3,bleu,false,8850,1
Audi,A3 2.0 FSI,5957 AE 62,150,moyenne,5,5,blanc,false,28500,0
Volkswagen,Golf 2.0 FSI,2432 UX 16,150,moyenne,5,5,rouge,false,22900,0
BMW,M5,6799 PU 55,507,très longue,5,5,noir,false,94800,2
Volkswagen,Polo 1.2 6V,8220 PH 15,55,courte,5,3,noir,false,12200,1
Skoda,Superb 2.8 V6,9210 KG 62,193,très longue,5,5,rouge,false,31790,2
Audi,A2 1.4,2147 GZ 12,75,courte,5,5,noir,false,18310,3
Renault,Laguna 2.0T,1197 ZS 55,170,longue,5,5,rouge,false,27300,0
Audi,A2 1.4,3672 AS 26,75,courte,5,5,bleu,false,18310,3
Renault,Vel Satis 3.5 V6,786 VS 13,245,très longue,5,5,rouge,false,49200,2
Jaguar,X-Type 2.5 V6,3592 EP 34,197,longue,5,5,noir,false,37100,0
Seat,Toledo 1.6,8196 KO 83,102,longue,5,5,blanc,false,18880,0
Mercedes,S500,495 VB 84,306,très longue,5,5,blanc,false,101300,2
Audi,A2 1.4,1902 EF 19,75,courte,5,5,gris,false,18310,3
Saab,9.3 1.8T,3440 IN 74,150,longue,5,5,blanc,false,38600,0
Skoda,Superb 2.8 V6,6554 RD 67,193,très longue,5,5,blanc,false,31790,2
Jaguar,X-Type 2.5 V6,3608 EF 28,197,longue,5,5,blanc,false,37100,0
BMW,M5,3226 EC 36,507,très longue,5,5,gris,false,94800,2
Renault,Laguna 2.0T,2485 HD 39,170,longue,5,5,bleu,false,27300,0
BMW,M5,1943 ZG 93,507,très longue,5,5,bleu,false,94800,2
BMW,M5,7183 ZB 69,507,très longue,5,5,bleu,false,94800,2
Renault,Laguna 2.0T,9126 ZL 51,170,longue,5,5,gris,false,27300,0
Nissan,Primera 1.6,6656 QC 73,109,longue,5,5,noir,false,18650,0
Ford,Mondeo 1.8,1826 VA 59,125,longue,5,5,rouge,false,23900,0
Saab,9.3 1.8T,3975 RK 13,150,longue,5,5,rouge,false,38600,0
Volvo,S80 T6,2571 CB 61,272,très longue,5,5,blanc,false,50500,2
Volkswagen,Polo 1.2 6V,9637 GK 68,55,courte,5,3,bleu,false,12200,1
Volvo,S80 T6,8934 OB 80,272,très longue,5,5,rouge,false,50500,2
Peugeot,1007 1.4,4078 OX 84,75,courte,5,5,blanc,false,13750,3
Saab,9.3 1.8T,6840 WP 69,150,longue,5,5,bleu,false,38600,0
Audi,A2 1.4,1068 OM 57,75,courte,5,5,gris,false,18310,3
BMW,M5,3354 IB 94,507,très longue,5,5,bleu,false,94800,2
Jaguar,X-Type 2.5 V6,7551 HK 35,197,longue,5,5,bleu,false,37100,0
Saab,9.3 1.8T,861 XA 72,150,longue,5,5,gris,false,38600,0
Ford,Mondeo 1.8,7861 TD 67,125,longue,5,5,noir,false,23900,0
BMW,M5,9439 FG 54,507,très longue,5,5,bleu,false,94800,2
Jaguar,X-Type 2.5 V6,1006 IW 64,197,longue,5,5,noir,false,37100,0
Volkswagen,New Beatle 1.8,5227 FF 14,110,moyenne,5,5,bleu,false,26630,0
Peugeot,1007 1.4,840 WC 38,75,courte,5,5,blanc,false,13750,3
Audi,A2 1.4,4925 QW 24,75,courte,5,5,bleu,false,18310,3
Renault,Vel Satis 3.5 V6,8640 FN 22,245,très longue,5,5,noir,false,49200,2
BMW,M5,3769 OJ 17,507,très longue,5,5,noir,false,94800,2
Nissan,Maxima 3.0 V6,7609 VK 96,200,très longue,5,5,blanc,false,30000,2
BMW,M5,1888 QX 96,507,très longue,5,5,blanc,false,94800,2
Mercedes,S500,9303 EZ 65,306,très longue,5,5,gris,false,101300,2
Renault,Megane 2.0 16V,6515 LD 80,135,moyenne,5,5,bleu,false,22350,0
Audi,A2 1.4,9891 EZ 52,75,courte,5,5,gris,false,18310,3
BMW,M5,7759 JN 64,507,très longue,5,5,blanc,false,94800,2
Audi,A2 1.4,1269 ZT 75,75,courte,5,5,blanc,false,18310,3
BMW,M5,9394 BE 35,507,très longue,5,5,rouge,false,94800,2
Skoda,Superb 2.8 V6,3728 YC 17,193,très longue,5,5,bleu,false,31790,2
Nissan,Primera 1.6,7141 GZ 23,109,longue,5,5,noir,false,18650,0
Jaguar,X-Type 2.5 V6,1662 NM 86,197,longue,5,5,gris,false,37100,0
BMW,M5,163 QV 45,507,très longue,5,5,bleu,false,94800,2
Fiat,Croma 2.2,2455 XU 56,147,longue,5,5,blanc,false,24780,0
Seat,Toledo 1.6,7171 SS 43,102,longue,5,5,bleu,false,18880,0
Jaguar,X-Type 2.5 V6,7405 MQ 18,197,longue,5,5,bleu,false,37100,0
Renault,Vel Satis 3.5 V6,8164 UX 68,245,très longue,5,5,rouge,false,49200,2
Kia,Picanto 1.1,1272 BO 83,65,courte,5,5,rouge,false,8990,3
Jaguar,X-Type 2.5 V6,9300 OQ 56,197,longue,5,5,rouge,false,37100,0
Dacia,Logan 1.6 MPI,6531 AX 26,90,moyenne,5,5,gris,false,7500,0
Volkswagen,Golf 2.0 FSI,4330 UT 98,150,moyenne,5,5,noir,false,22900,0
Ford,Mondeo 1.8,9396 KA 38,125,longue,5,5,bleu,false,23900,0
Volkswagen,Polo 1.2 6V,6215 CP 45,55,courte,5,3,bleu,false,12200,1
Peugeot,1007 1.4,5722 CG 73,75,courte,5,5,blanc,false,13750,3
Nissan,Primera 1.6,8387 FS 39,109,longue,5,5,blanc,false,18650,0
Renault,Vel Satis 3.5 V6,7336 WH 50,245,très longue,5,5,blanc,false,49200,2
Saab,9.3 1.8T,3105 NS 90,150,longue,5,5,bleu,false,38600,0
Renault,Megane 2.0 16V,9975 UJ 27,135,moyenne,5,5,blanc,false,22350,0
BMW,M5,4507 WG 66,507,très longue,5,5,bleu,false,94800,2
Nissan,Maxima 3.0 V6,2807 TY 41,200,très longue,5,5,rouge,false,30000,2
Kia,Picanto 1.1,5537 ZN 33,65,courte,5,5,rouge,false,8990,3
Audi,A2 1.4,5296 DT 53,75,courte,5,5,noir,false,18310,3
Lancia,Ypsilon 1.4 16V,6458 UV 93,90,courte,5,3,noir,false,13500,1
Nissan,Maxima 3.0 V6,5949 SG 92,200,très longue,5,5,gris,false,30000,2
Kia,Picanto 1.1,1889 WV 32,65,courte,5,5,noir,false,8990,3
Volkswagen,Golf 2.0 FSI,6969 EI 24,150,moyenne,5,5,noir,false,22900,0
Audi,A2 1.4,7149 RZ 62,75,courte,5,5,gris,false,18310,3
Renault,Laguna 2.0T,2476 YN 95,170,longue,5,5,blanc,false,27300,0
Audi,A2 1.4,5292 SK 78,75,courte,5,5,blanc,false,18310,3
Fiat,Croma 2.2,9135 UB 56,147,longue,5,5,rouge,false,24780,0
Ford,Mondeo 1.8,8560 BW 90,125,longue,5,5,gris,false,23900,0
Audi,A2 1.4,2531 BB 96,75,courte,5,5,gris,false,18310,3
Dacia,Logan 1.6 MPI,7155 BC 57,90,moyenne,5,5,rouge,false,7500,0
Audi,A2 1.4,4487 BJ 89,75,courte,5,5,noir,false,18310,3
Volvo,S80 T6,9668 AE 31,272,très longue,5,5,gris,false,50500,2
Renault,Vel Satis 3.5 V6,9916 HL 80,245,très longue,5,5,noir,false,49200,2
Nissan,Maxima 3.0 V6,5995 VV 17,200,très longue,5,5,rouge,false,30000,2
Volkswagen,Polo 1.2 6V,3461 DQ 21,55,courte,5,3,blanc,false,12200,1
BMW,M5,6081 DN 96,507,très longue,5,5,blanc,false,94800,2
Volvo,S80 T6,2532 QO 81,272,très longue,5,5,rouge,false,50500,2
Dacia,Logan 1.6 MPI,4112 IQ 27,90,moyenne,5,5,rouge,false,7500,0
Jaguar,X-Type 2.5 V6,6638 AI 93,197,longue,5,5,rouge,false,37100,0
Fiat,Croma 2.2,3035 SE 95,147,longue,5,5,gris,false,24780,0
Audi,A2 1.4,4332 BJ 87,75,courte,5,5,blanc,false,18310,3
Ford,Mondeo 1.8,6646 EL 24,125,longue,5,5,noir,false,23900,0
Saab,9.3 1.8T,3134 LS 76,150,longue,5,5,bleu,false,38600,0
Seat,Toledo 1.6,7886 II 81,102,longue,5,5,noir,false,18880,0
Skoda,Superb 2.8 V6,5234 KU 76,193,très longue,5,5,bleu,false,31790,2
Renault,Laguna 2.0T,9132 IB 25,170,longue,5,5,blanc,false,27300,0
Nissan,Maxima 3.0 V6,7402 FQ 79,200,très longue,5,5,rouge,false,30000,2
