marque,nom,immatriculation,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix,prediction
Ford,Mondeo 1.8,1142 BF 91,125,longue,5,5,blanc,false,23900,0
BMW,M5,4991 UP 97,507,très longue,5,5,noir,false,94800,2
Audi,A2 1.4,3848 WC 74,75,courte,5,5,bleu,false,18310,3
Jaguar,X-Type 2.5 V6,4051 TY 45,197,longue,5,5,bleu,false,37100,0
Jaguar,X-Type 2.5 V6,1585 CY 63,197,longue,5,5,blanc,false,37100,0
Volvo,S80 T6,9084 ND 44,272,très longue,5,5,rouge,false,50500,2
Volvo,S80 T6,534 EF 64,272,très longue,5,5,blanc,false,50500,2
BMW,M5,6791 SC 15,507,très longue,5,5,blanc,false,94800,2
Daihatsu,Cuore 1.0,925 OK 30,58,courte,5,3,rouge,false,8850,1
Renault,Megane 2.0 16V,3901 CU 96,135,moyenne,5,5,rouge,false,22350,0
Lancia,Ypsilon 1.4 16V,1419 XK 41,90,courte,5,3,noir,false,13500,1
Volvo,S80 T6,8830 EG 35,272,très longue,5,5,bleu,false,50500,2
Renault,Laguna 2.0T,2888 LV 97,170,longue,5,5,rouge,false,27300,0
Mercedes,S500,8980 OH 29,306,très longue,5,5,noir,false,101300,2
Nissan,Maxima 3.0 V6,3195 LW 87,200,très longue,5,5,bleu,false,30000,2
Audi,A2 1.4,9563 OA 68,75,courte,5,5,bleu,false,18310,3
BMW,M5,4728 BJ 48,507,très longue,5,5,gris,false,94800,2
Volkswagen,Polo 1.2 6V,4849 ID 42,55,courte,5,3,rouge,false,12200,1
Peugeot,1007 1.4,4916 ET 83,75,courte,5,5,noir,false,13750,3
Audi,A2 1.4,1728 XS 90,75,courte,5,5,blanc,false,18310,3
Ford,Mondeo 1.8,8951 YO 61,125,longue,5,5,rouge,false,23900,0
Audi,A2 1.4,5164 SM 81,75,courte,5,5,bleu,false,18310,3
Jaguar,X-Type 2.5 V6,6019 MT 35,197,longue,5,5,blanc,false,37100,0
BMW,M5,4711 VR 44,507,très longue,5,5,gris,false,94800,2
BMW,M5,8527 BQ 50,507,très longue,5,5,bleu,false,94800,2
Jaguar,X-Type 2.5 V6,4580 PI 73,197,longue,5,5,gris,false,37100,0
BMW,M5,311 VV 59,507,très longue,5,5,bleu,false,94800,2
Audi,A2 1.4,8294 NI 25,75,courte,5,5,noir,false,18310,3
Mini,Copper 1.6 16V,1926 SS 93,115,courte,5,5,noir,false,18200,3
Seat,Toledo 1.6,1881 TF 22,102,longue,5,5,rouge,false,18880,0
Audi,A2 1.4,699 QM 95,75,courte,5,5,gris,false,18310,3
Audi,A2 1.4,9144 YJ 16,75,courte,5,5,bleu,false,18310,3
Ford,Mondeo 1.8,6067 SR 97,125,longue,5,5,gris,false,23900,0
Volvo,S80 T6,3765 RW 83,272,très longue,5,5,rouge,false,50500,2
BMW,M5,7480 QZ 80,507,très longue,5,5,blanc,false,94800,2
Volkswagen,Golf 2.0 FSI,8279 GW 71,150,moyenne,5,5,bleu,false,22900,0
Ford,Mondeo 1.8,6169 QZ 67,125,longue,5,5,blanc,false,23900,0
Audi,A2 1.4,1256 NU 58,75,courte,5,5,blanc,false,18310,3
Nissan,Maxima 3.0 V6,7674 EW 64,200,très longue,5,5,gris,false,30000,2
BMW,M5,1053 BK 41,507,très longue,5,5,noir,false,94800,2
Peugeot,1007 1.4,8367 AP 14,75,courte,5,5,noir,false,13750,3
Nissan,Primera 1.6,1568 PS 42,109,longue,5,5,bleu,false,18650,0
Fiat,Croma 2.2,6972 OJ 17,147,longue,5,5,noir,false,24780,0
Audi,A2 1.4,3103 JI 91,75,courte,5,5,bleu,false,18310,3
Nissan,Maxima 3.0 V6,9500 MW 31,200,très longue,5,5,rouge,false,30000,2
Audi,A2 1.4,1567 HA 76,75,courte,5,5,gris,false,18310,3
Audi,A2 1.4,7931 ZW 65,75,courte,5,5,bleu,false,18310,3
BMW,M5,2400 FV 86,507,très longue,5,5,gris,false,94800,2
Audi,A2 1.4,445 MT 68,75,courte,5,5,noir,false,18310,3
Volkswagen,Golf 2.0 FSI,3498 UZ 70,150,moyenne,5,5,gris,false,22900,0
Volkswagen,Golf 2.0 FSI,6040 ZH 75,150,moyenne,5,5,rouge,false,22900,0
Jaguar,X-Type 2.5 V6,1371 PG 25,197,longue,5,5,noir,false,37100,0
Volvo,S80 T6,6023 JP 10,272,très longue,5,5,noir,false,50500,2
Peugeot,1007 1.4,4306 QB 70,75,courte,5,5,noir,false,13750,3
Saab,9.3 1.8T,2304 AA 72,150,longue,5,5,noir,false,38600,0
Volkswagen,Polo 1.2 6V,8386 PU 39,55,courte,5,3,noir,false,12200,1
Audi,A2 1.4,3412 GX 45,75,courte,5,5,blanc,false,18310,3
Jaguar,X-Type 2.5 V6,4339 MU 78,197,longue,5,5,gris,false,37100,0
Volkswagen,Polo 1.2 6V,2928 QL 85,55,courte,5,3,noir,false,12200,1
Renault,Megane 2.0 16V,1202 KH 53,135,moyenne,5,5,bleu,false,22350,0
Daihatsu,Cuore 1.0,1727 EP 11,58,courte,5,3,gris,false,8850,1
Renault,Laguna 2.0T,2213 ZU 71,170,longue,5,5,blanc,false,27300,0
BMW,M5,6335 SL 26,507,très longue,5,5,rouge,false,94800,2
Ford,Mondeo 1.8,8098 WC 75,125,longue,5,5,noir,false,23900,0
Audi,A2 1.4,9190 JO 33,75,courte,5,5,bleu,false,18310,3
Mercedes,S500,395 UT 30,306,très longue,5,5,gris,false,101300,2
Fiat,Croma 2.2,9744 LU 27,147,longue,5,5,noir,false,24780,0
Renault,Vel Satis 3.5 V6,7534 VZ 24,245,très longue,5,5,bleu,false,49200,2
Jaguar,X-Type 2.5 V6,6713 DK 55,197,longue,5,5,noir,false,37100,0
BMW,M5,736 CZ 14,507,très longue,5,5,bleu,false,94800,2
Volkswagen,Golf 2.0 FSI,5760 TG 43,150,moyenne,5,5,rouge,false,22900,0
Fiat,Croma 2.2,582 SQ 28,147,longue,5,5,rouge,false,24780,0
Volvo,S80 T6,1290 SC 85,272,très longue,5,5,gris,false,50500,2
BMW,M5,6553 AJ 44,507,très longue,5,5,gris,false,94800,2
Renault,Laguna 2.0T,9441 GQ 77,170,longue,5,5,blanc,false,27300,0
Volvo,S80 T6,6612 VL 42,272,très longue,5,5,noir,false,50500,2
Fiat,Croma 2.2,518 RW 13,147,longue,5,5,gris,false,24780,0
Renault,Vel Satis 3.5 V6,5651 HI 61,245,très longue,5,5,noir,false,49200,2
Seat,Toledo 1.6,3348 EP 48,102,longue,5,5,blanc,false,18880,0
Volkswagen,Polo 1.2 6V,5255 WG 37,55,courte,5,3,blanc,false,12200,1
Audi,A2 1.4,9033 BQ 82,75,courte,5,5,rouge,false,18310,3
Ford,Mondeo 1.8,2038 GV 65,125,longue,5,5,blanc,false,23900,0
Renault,Vel Satis 3.5 V6,6890 LG 23,245,très longue,5,5,blanc,false,49200,2
Audi,A2 1.4,418 ES 24,75,courte,5,5,noir,false,18310,3
BMW,M5,2645 GN 73,507,très longue,5,5,blanc,false,94800,2
Jaguar,X-Type 2.5 V6,506 GT 33,197,longue,5,5,noir,false,37100,0
Jaguar,X-Type 2.5 V6,5394 JI 14,197,longue,5,5,blanc,false,37100,0
Skoda,Superb 2.8 V6,9201 HG 38,193,très longue,5,5,rouge,false,31790,2
Renault,Laguna 2.0T,5880 GO 75,170,longue,5,5,gris,false,27300,0
Mercedes,S500,3181 JO 46,306,très longue,5,5,noir,false,101300,2
Audi,A2 1.4,2929 OW 20,75,courte,5,5,bleu,false,18310,3
BMW,M5,4433 VO 51,507,très longue,5,5,bleu,false,94800,2
Renault,Laguna 2.0T,1745 FB 42,170,longue,5,5,rouge,false,27300,0
Jaguar,X-Type 2.5 V6,6035 DT 84,197,longue,5,5,gris,false,37100,0
Mercedes,S500,7789 AC 71,306,très longue,5,5,noir,false,101300,2
Audi,A2 1.4,1714 TR 39,75,courte,5,5,rouge,false,18310,3
Audi,A2 1.4,4883 WI 76,75,courte,5,5,blanc,false,18310,3
Audi,A2 1.4,542 JF 68,75,courte,5,5,noir,false,18310,3
Fiat,Croma 2.2,8393 ES 44,147,longue,5,5,bleu,false,24780,0
Renault,Vel Satis 3.5 V6,6206 WW 41,245,très longue,5,5,gris,false,49200,2
Audi,A2 1.4,3225 YX 66,75,courte,5,5,noir,false,18310,3
Renault,Vel Satis 3.5 V6,1000 NT 16,245,très longue,5,5,bleu,false,49200,2
Skoda,Superb 2.8 V6,4645 JF 73,193,très longue,5,5,bleu,false,31790,2
Audi,A2 1.4,5417 QS 64,75,courte,5,5,noir,false,18310,3
Peugeot,1007 1.4,8693 CG 22,75,courte,5,5,noir,false,13750,3
Ford,Mondeo 1.8,7059 LZ 64,125,longue,5,5,noir,false,23900,0
Jaguar,X-Type 2.5 V6,6782 JA 13,197,longue,5,5,blanc,false,37100,0
Renault,Vel Satis 3.5 V6,2730 CL 88,245,très longue,5,5,rouge,false,49200,2
Peugeot,1007 1.4,1049 GC 18,75,courte,5,5,rouge,false,13750,3
Peugeot,1007 1.4,2384 MG 80,75,courte,5,5,gris,false,13750,3
Volvo,S80 T6,5888 QD 47,272,très longue,5,5,bleu,false,50500,2
Audi,A2 1.4,5096 ZR 47,75,courte,5,5,rouge,false,18310,3
Renault,Laguna 2.0T,7282 UQ 97,170,longue,5,5,noir,false,27300,0
Mercedes,S500,7875 IP 76,306,très longue,5,5,gris,false,101300,2
Seat,Toledo 1.6,8892 QE 44,102,longue,5,5,blanc,false,18880,0
BMW,M5,168 AM 44,507,très longue,5,5,noir,false,94800,2
Volvo,S80 T6,395 JI 58,272,très longue,5,5,rouge,false,50500,2
Jaguar,X-Type 2.5 V6,2459 HI 50,197,longue,5,5,blanc,false,37100,0
Jaguar,X-Type 2.5 V6,9589 RZ 79,197,longue,5,5,rouge,false,37100,0
Renault,Vel Satis 3.5 V6,421 RC 24,245,très longue,5,5,bleu,false,49200,2
Renault,Vel Satis 3.5 V6,5836 MU 30,245,très longue,5,5,rouge,false,49200,2
Volvo,S80 T6,4333 VF 81,272,très longue,5,5,noir,false,50500,2
Peugeot,1007 1.4,8246 SK 60,75,courte,5,5,blanc,false,13750,3
Volvo,S80 T6,5774 TQ 46,272,très longue,5,5,blanc,false,50500,2
Volvo,S80 T6,6426 HA 16,272,très longue,5,5,blanc,false,50500,2
Volvo,S80 T6,8152 RD 79,272,très longue,5,5,noir,false,50500,2
Peugeot,1007 1.4,7592 BU 52,75,courte,5,5,gris,false,13750,3
Renault,Laguna 2.0T,4456 MY 43,170,longue,5,5,blanc,false,27300,0
Volkswagen,Golf 2.0 FSI,2118 KY 17,150,moyenne,5,5,blanc,false,22900,0
Mercedes,S500,9546 EC 94,306,très longue,5,5,noir,false,101300,2
Mercedes,S500,4615 SH 85,306,très longue,5,5,rouge,false,101300,2
Volkswagen,Golf 2.0 FSI,5253 AV 59,150,moyenne,5,5,bleu,false,22900,0
BMW,M5,5492 CI 75,507,très longue,5,5,blanc,false,94800,2
Renault,Megane 2.0 16V,413 VX 23,135,moyenne,5,5,blanc,false,22350,0
Mercedes,A200,7679 RW 58,136,moyenne,5,5,rouge,false,25900,0
Audi,A2 1.4,30 MX 16,75,courte,5,5,noir,false,18310,3
Renault,Megane 2.0 16V,792 MB 80,135,moyenne,5,5,noir,false,22350,0
Renault,Laguna 2.0T,6406 WI 49,170,longue,5,5,noir,false,27300,0
Kia,Picanto 1.1,8557 XJ 37,65,courte,5,5,blanc,false,8990,3
Skoda,Superb 2.8 V6,5107 DV 59,193,très longue,5,5,gris,false,31790,2
Renault,Megane 2.0 16V,4019 OA 64,135,moyenne,5,5,noir,false,22350,0
Peugeot,1007 1.4,159 QT 14,75,courte,5,5,gris,false,13750,3
Renault,Laguna 2.0T,5819 RQ 50,170,longue,5,5,rouge,false,27300,0
Renault,Vel Satis 3.5 V6,1606 BT 90,245,très longue,5,5,noir,false,49200,2
Nissan,Maxima 3.0 V6,3060 MJ 94,200,très longue,5,5,bleu,false,30000,2
Jaguar,X-Type 2.5 V6,576 TA 73,197,longue,5,5,bleu,false,37100,0
Audi,A2 1.4,6561 YB 19,75,courte,5,5,rouge,false,18310,3
Ford,Mondeo 1.8,2946 SQ 96,125,longue,5,5,blanc,false,23900,0
Kia,Picanto 1.1,1131 NC 11,65,courte,5,5,rouge,false,8990,3
BMW,M5,8971 HR 47,507,très longue,5,5,bleu,false,94800,2
Jaguar,X-Type 2.5 V6,7992 NM 13,197,longue,5,5,bleu,false,37100,0
Volkswagen,Golf 2.0 FSI,6146 VO 71,150,moyenne,5,5,bleu,false,22900,0
Audi,A2 1.4,5750 CA 83,75,courte,5,5,bleu,false,18310,3
Audi,A2 1.4,4657 AM 81,75,courte,5,5,bleu,false,18310,3
BMW,M5,9216 AH 89,507,très longue,5,5,rouge,false,94800,2
Jaguar,X-Type 2.5 V6,9707 OM 68,197,longue,5,5,gris,false,37100,0
Audi,A2 1.4,8576 GT 25,75,courte,5,5,bleu,false,18310,3
Renault,Laguna 2.0T,3814 IW 34,170,longue,5,5,bleu,false,27300,0
Mercedes,S500,2747 DO 95,306,très longue,5,5,gris,false,101300,2
Audi,A2 1.4,6825 YT 50,75,courte,5,5,gris,false,18310,3
Peugeot,1007 1.4,3199 NV 79,75,courte,5,5,rouge,false,13750,3
Jaguar,X-Type 2.5 V6,6931 AJ 75,197,longue,5,5,rouge,false,37100,0
Audi,A2 1.4,406 UZ 44,75,courte,5,5,gris,false,18310,3
Seat,Toledo 1.6,4844 QH 52,102,longue,5,5,bleu,false,18880,0
BMW,M5,2236 GE 16,507,très longue,5,5,gris,false,94800,2
Skoda,Superb 2.8 V6,5875 ZQ 43,193,très longue,5,5,gris,false,31790,2
Daihatsu,Cuore 1.0,8884 DC 29,58,courte,5,3,gris,false,8850,1
Audi,A2 1.4,3406 CT 77,75,courte,5,5,gris,false,18310,3
Audi,A2 1.4,7953 QX 35,75,courte,5,5,blanc,false,18310,3
Jaguar,X-Type 2.5 V6,2804 VX 51,197,longue,5,5,gris,false,37100,0
Mercedes,S500,8921 AP 24,306,très longue,5,5,rouge,false,101300,2
Peugeot,1007 1.4,3923 HL 97,75,courte,5,5,noir,false,13750,3
Kia,Picanto 1.1,3025 TI 31,65,courte,5,5,rouge,false,8990,3
Mercedes,A200,1961 NM 21,136,moyenne,5,5,rouge,false,25900,0
BMW,M5,573 OG 67,507,très longue,5,5,gris,false,94800,2
Volkswagen,Golf 2.0 FSI,731 NG 76,150,moyenne,5,5,noir,false,22900,0
Volvo,S80 T6,95 BX 78,272,très longue,5,5,rouge,false,50500,2
Renault,Vel Satis 3.5 V6,631 MI 74,245,très longue,5,5,noir,false,49200,2
Renault,Laguna 2.0T,6312 XP 16,170,longue,5,5,bleu,false,27300,0
Kia,Picanto 1.1,5724 NA 83,65,courte,5,5,rouge,false,8990,3
Ford,Mondeo 1.8,1075 EG 57,125,longue,5,5,rouge,false,23900,0
Peugeot,1007 1.4,5455 ZC 55,75,courte,5,5,blanc,false,13750,3
Nissan,Maxima 3.0 V6,6803 RP 47,200,très longue,5,5,gris,false,30000,2
Volvo,S80 T6,2850 HS 51,272,très longue,5,5,noir,false,50500,2
BMW,M5,8927 HR 39,507,très longue,5,5,noir,false,94800,2
Nissan,Primera 1.6,7911 PO 44,109,longue,5,5,rouge,false,18650,0
Peugeot,1007 1.4,8068 GS 36,75,courte,5,5,gris,false,13750,3
Audi,A2 1.4,9205 HK 26,75,courte,5,5,rouge,false,18310,3
Skoda,Superb 2.8 V6,3106 HF 47,193,très longue,5,5,gris,false,31790,2
Audi,A2 1.4,7381 TQ 41,75,courte,5,5,gris,false,18310,3
Volkswagen,Polo 1.2 6V,9126 FA 71,55,courte,5,3,gris,false,12200,1
Peugeot,1007 1.4,20 DH 97,75,courte,5,5,rouge,false,13750,3
BMW,M5,1901 NK 77,507,très longue,5,5,bleu,false,94800,2
Jaguar,X-Type 2.5 V6,4710 CN 30,197,longue,5,5,noir,false,37100,0
BMW,M5,7657 YN 13,507,très longue,5,5,gris,false,94800,2
Jaguar,X-Type 2.5 V6,2034 DK 55,197,longue,5,5,rouge,false,37100,0
Audi,A2 1.4,2049 YK 88,75,courte,5,5,gris,false,18310,3
BMW,M5,1531 SQ 71,507,très longue,5,5,rouge,false,94800,2
Nissan,Primera 1.6,573 LK 35,109,longue,5,5,rouge,false,18650,0
Audi,A2 1.4,7823 FE 61,75,courte,5,5,noir,false,18310,3
Nissan,Maxima 3.0 V6,4944 VJ 45,200,très longue,5,5,noir,false,30000,2
Volvo,S80 T6,6831 XO 61,272,très longue,5,5,bleu,false,50500,2
Mercedes,A200,8297 ZX 35,136,moyenne,5,5,rouge,false,25900,0
Daihatsu,Cuore 1.0,5352 ZQ 37,58,courte,5,3,blanc,false,8850,1
Dacia,Logan 1.6 MPI,1574 LV 82,90,moyenne,5,5,rouge,false,7500,0
Skoda,Superb 2.8 V6,4664 DL 65,193,très longue,5,5,bleu,false,31790,2
Audi,A2 1.4,2065 VM 60,75,courte,5,5,noir,false,18310,3
Audi,A2 1.4,2343 ZG 87,75,courte,5,5,blanc,false,18310,3
Daihatsu,Cuore 1.0,6660 UF 84,58,courte,5,3,rouge,false,8850,1
Nissan,Primera 1.6,3532 IE 25,109,longue,5,5,blanc,false,18650,0
Jaguar,X-Type 2.5 V6,3884 VF 85,197,longue,5,5,noir,false,37100,0
Jaguar,X-Type 2.5 V6,6313 GG 44,197,longue,5,5,gris,false,37100,0
Renault,Vel Satis 3.5 V6,5758 GX 94,245,très longue,5,5,bleu,false,49200,2
BMW,M5,5669 ZR 98,507,très longue,5,5,blanc,false,94800,2
Renault,Vel Satis 3.5 V6,8094 BG 18,245,très longue,5,5,rouge,false,49200,2
Volkswagen,Polo 1.2 6V,640 RJ 50,55,courte,5,3,gris,false,12200,1
Renault,Vel Satis 3.5 V6,2124 XO 49,245,très longue,5,5,rouge,false,49200,2
Audi,A2 1.4,6970 NH 66,75,courte,5,5,gris,false,18310,3
Mercedes,A200,3168 AZ 38,136,moyenne,5,5,rouge,false,25900,0
Jaguar,X-Type 2.5 V6,9589 TD 20,197,longue,5,5,bleu,false,37100,0
Volkswagen,Polo 1.2 6V,5826 ZA 82,55,courte,5,3,gris,false,12200,1
Audi,A2 1.4,6485 YM 74,75,courte,5,5,bleu,false,18310,3
Skoda,Superb 2.8 V6,2712 NC 96,193,très longue,5,5,rouge,false,31790,2
Volvo,S80 T6,4379 IE 15,272,très longue,5,5,rouge,false,50500,2
Audi,A2 1.4,2095 GE 54,75,courte,5,5,noir,false,18310,3
BMW,M5,2546 YP 63,507,très longue,5,5,rouge,false,94800,2
Audi,A2 1.4,295 VS 42,75,courte,5,5,noir,false,18310,3
Renault,Vel Satis 3.5 V6,991 YP 33,245,très longue,5,5,gris,false,49200,2
Audi,A2 1.4,1590 UL 52,75,courte,5,5,blanc,false,18310,3
Jaguar,X-Type 2.5 V6,1603 UE 46,197,longue,5,5,bleu,false,37100,0
BMW,M5,6852 QQ 66,507,très longue,5,5,noir,false,94800,2
Volvo,S80 T6,8712 RM 95,272,très longue,5,5,blanc,false,50500,2
BMW,M5,7132 AM 32,507,très longue,5,5,gris,false,94800,2
Audi,A2 1.4,2864 ZW 66,75,courte,5,5,bleu,false,18310,3
Audi,A2 1.4,6095 DK 72,75,courte,5,5,noir,false,18310,3
Mercedes,S500,2601 LN 37,306,très longue,5,5,blanc,false,101300,2
Volvo,S80 T6,3894 FW 17,272,très longue,5,5,gris,false,50500,2
Renault,Vel Satis 3.5 V6,6763 LV 68,245,très longue,5,5,rouge,false,49200,2
Jaguar,X-Type 2.5 V6,5242 YO 43,197,longue,5,5,noir,false,37100,0
Renault,Laguna 2.0T,6642 GA 20,170,longue,5,5,noir,false,27300,0
Audi,A2 1.4,9652 SX 19,75,courte,5,5,rouge,false,18310,3
Volkswagen,Polo 1.2 6V,7824 SD 34,55,courte,5,3,noir,false,12200,1
Audi,A2 1.4,5790 AX 73,75,courte,5,5,blanc,false,18310,3
Renault,Megane 2.0 16V,7350 JR 71,135,moyenne,5,5,noir,false,22350,0
Audi,A2 1.4,8984 KD 92,75,courte,5,5,rouge,false,18310,3
Nissan,Primera 1.6,6475 EI 79,109,longue,5,5,rouge,false,18650,0
Ford,Mondeo 1.8,7267 SL 13,125,longue,5,5,bleu,false,23900,0
Mercedes,A200,1439 LZ 58,136,moyenne,5,5,rouge,false,25900,0
BMW,M5,7537 SQ 69,507,très longue,5,5,blanc,false,94800,2
Renault,Vel Satis 3.5 V6,655 RQ 44,245,très longue,5,5,blanc,false,49200,2
Volkswagen,New Beatle 1.8,8694 YY 61,110,moyenne,5,5,noir,false,26630,0
Jaguar,X-Type 2.5 V6,1143 HN 27,197,longue,5,5,noir,false,37100,0
Ford,Mondeo 1.8,9933 YA 24,125,longue,5,5,bleu,false,23900,0
Volvo,S80 T6,1862 QA 73,272,très longue,5,5,gris,false,50500,2
Renault,Vel Satis 3.5 V6,342 LD 39,245,très longue,5,5,rouge,false,49200,2
Audi,A2 1.4,5067 MY 74,75,courte,5,5,blanc,false,18310,3
BMW,M5,6343 UV 30,507,très longue,5,5,rouge,false,94800,2
Mercedes,S500,2363 OK 34,306,très longue,5,5,rouge,false,101300,2
Volvo,S80 T6,8412 ZD 97,272,très longue,5,5,blanc,false,50500,2
Jaguar,X-Type 2.5 V6,5932 JP 75,197,longue,5,5,rouge,false,37100,0
Renault,Vel Satis 3.5 V6,5797 EC 39,245,très longue,5,5,noir,false,49200,2
Audi,A2 1.4,6775 JP 44,75,courte,5,5,rouge,false,18310,3
Mini,Copper 1.6 16V,1921 KP 74,115,courte,5,5,bleu,false,18200,3
BMW,M5,1757 WF 44,507,très longue,5,5,bleu,false,94800,2
Audi,A2 1.4,8721 VX 62,75,courte,5,5,noir,false,18310,3
Volkswagen,Polo 1.2 6V,6392 QV 88,55,courte,5,3,rouge,false,12200,1
Skoda,Superb 2.8 V6,24 UA 42,193,très longue,5,5,noir,false,31790,2
Renault,Vel Satis 3.5 V6,3326 JA 49,245,très longue,5,5,gris,false,49200,2
Renault,Vel Satis 3.5 V6,4429 CL 50,245,très longue,5,5,blanc,false,49200,2
Mercedes,S500,7140 QC 90,306,très longue,5,5,rouge,false,101300,2
Renault,Laguna 2.0T,8578 CX 85,170,longue,5,5,noir,false,27300,0
Renault,Vel Satis 3.5 V6,2879 AQ 63,245,très longue,5,5,gris,false,49200,2
Audi,A2 1.4,2163 XK 16,75,courte,5,5,noir,false,18310,3
Audi,A2 1.4,8537 BQ 13,75,courte,5,5,noir,false,18310,3
Ford,Mondeo 1.8,1257 EW 63,125,longue,5,5,noir,false,23900,0
BMW,M5,7020 TG 72,507,très longue,5,5,gris,false,94800,2
Audi,A2 1.4,3848 ET 38,75,courte,5,5,bleu,false,18310,3
Volvo,S80 T6,64 OA 33,272,très longue,5,5,rouge,false,50500,2
Jaguar,X-Type 2.5 V6,2578 CG 54,197,longue,5,5,blanc,false,37100,0
BMW,M5,1433 CZ 32,507,très longue,5,5,gris,false,94800,2
Nissan,Maxima 3.0 V6,3644 YF 73,200,très longue,5,5,rouge,false,30000,2
BMW,M5,4470 AE 53,507,très longue,5,5,blanc,false,94800,2
BMW,M5,4435 HQ 38,507,très longue,5,5,bleu,false,94800,2
Jaguar,X-Type 2.5 V6,3529 KQ 25,197,longue,5,5,blanc,false,37100,0
Volvo,S80 T6,5444 RV 31,272,très longue,5,5,blanc,false,50500,2
Nissan,Maxima 3.0 V6,2671 GV 72,200,très longue,5,5,noir,false,30000,2
Renault,Laguna 2.0T,9603 CE 47,170,longue,5,5,gris,false,27300,0
Volvo,S80 T6,1722 SN 55,272,très longue,5,5,rouge,false,50500,2
Audi,A2 1.4,6008 CG 33,75,courte,5,5,bleu,false,18310,3
Dacia,Logan 1.6 MPI,2573 DH 38,90,moyenne,5,5,noir,false,7500,0
Renault,Vel Satis 3.5 V6,82 HY 34,245,très longue,5,5,noir,false,49200,2
Jaguar,X-Type 2.5 V6,5899 DW 57,197,longue,5,5,gris,false,37100,0
Volkswagen,Polo 1.2 6V,3563 KZ 32,55,courte,5,3,bleu,false,12200,1
Skoda,Superb 2.8 V6,6393 NT 29,193,très longue,5,5,blanc,false,31790,2
Audi,A2 1.4,7823 LV 96,75,courte,5,5,bleu,false,18310,3
Mercedes,S500,6970 OW 92,306,très longue,5,5,rouge,false,101300,2
Volkswagen,Polo 1.2 6V,4775 MC 26,55,courte,5,3,gris,false,12200,1
Audi,A2 1.4,4005 OW 64,75,courte,5,5,bleu,false,18310,3
Renault,Megane 2.0 16V,8446 BH 33,135,moyenne,5,5,bleu,false,22350,0
Fiat,Croma 2.2,8496 ZP 48,147,longue,5,5,noir,false,24780,0
Nissan,Maxima 3.0 V6,3525 DK 53,200,très longue,5,5,noir,false,30000,2
Skoda,Superb 2.8 V6,8382 VV 78,193,très longue,5,5,rouge,false,31790,2
Lancia,Ypsilon 1.4 16V,8410 DO 76,90,courte,5,3,rouge,false,13500,1
Volkswagen,Polo 1.2 6V,3752 PY 45,55,courte,5,3,gris,false,12200,1
Nissan,Primera 1.6,1402 KC 18,109,longue,5,5,blanc,false,18650,0
BMW,M5,5817 GN 78,507,très longue,5,5,blanc,false,94800,2
BMW,M5,491 TD 60,507,très longue,5,5,noir,false,94800,2
Renault,Laguna 2.0T,5554 WJ 62,170,longue,5,5,rouge,false,27300,0
Mercedes,A200,2131 EZ 17,136,moyenne,5,5,rouge,false,25900,0
Ford,Mondeo 1.8,4521 QX 33,125,longue,5,5,gris,false,23900,0
Renault,Vel Satis 3.5 V6,8979 OR 72,245,très longue,5,5,noir,false,49200,2
Jaguar,X-Type 2.5 V6,6445 PR 72,197,longue,5,5,bleu,false,37100,0
Peugeot,1007 1.4,2202 WE 53,75,courte,5,5,gris,false,13750,3
Renault,Vel Satis 3.5 V6,1868 TB 84,245,très longue,5,5,bleu,false,49200,2
Nissan,Maxima 3.0 V6,1788 ZC 37,200,très longue,5,5,gris,false,30000,2
BMW,M5,1270 NK 95,507,très longue,5,5,bleu,false,94800,2
BMW,M5,3453 YR 36,507,très longue,5,5,gris,false,94800,2
Mercedes,S500,8582 GT 51,306,très longue,5,5,bleu,false,101300,2
Seat,Toledo 1.6,8131 MB 50,102,longue,5,5,blanc,false,18880,0
Renault,Megane 2.0 16V,3837 PY 77,135,moyenne,5,5,rouge,false,22350,0
Volkswagen,Polo 1.2 6V,4636 BJ 96,55,courte,5,3,gris,false,12200,1
Peugeot,1007 1.4,5393 QQ 98,75,courte,5,5,bleu,false,13750,3
Ford,Mondeo 1.8,9609 JV 32,125,longue,5,5,gris,false,23900,0
Peugeot,1007 1.4,624 KM 96,75,courte,5,5,noir,false,13750,3
Volkswagen,Polo 1.2 6V,1650 JE 31,55,courte,5,3,blanc,false,12200,1
Volkswagen,Polo 1.2 6V,3927 DV 50,55,courte,5,3,rouge,false,12200,1
Audi,A2 1.4,5618 TC 61,75,courte,5,5,noir,false,18310,3
Peugeot,1007 1.4,8467 QG 39,75,courte,5,5,noir,false,13750,3
BMW,M5,6456 UV 94,507,très longue,5,5,gris,false,94800,2
Renault,Laguna 2.0T,472 OR 35,170,longue,5,5,rouge,false,27300,0
Renault,Vel Satis 3.5 V6,8252 TY 59,245,très longue,5,5,rouge,false,49200,2
Kia,Picanto 1.1,4311 GS 48,65,courte,5,5,bleu,false,8990,3
Volkswagen,Polo 1.2 6V,6895 XA 26,55,courte,5,3,noir,false,12200,1
Fiat,Croma 2.2,6651 SR 30,147,longue,5,5,noir,false,24780,0
BMW,M5,559 PY 56,507,très longue,5,5,gris,false,94800,2
Audi,A2 1.4,1279 TA 35,75,courte,5,5,rouge,false,18310,3
Volkswagen,Golf 2.0 FSI,6801 SQ 39,150,moyenne,5,5,noir,false,22900,0
