immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
4298 NH 58,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
2653 XQ 12,Daihatsu,Cuore 1.0,58,courte,5,3,noir,false,8850
5027 DS 78,BMW,120i,150,moyenne,5,5,bleu,true,25060
5091 OH 81,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
126 BR 59,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
6002 XV 85,Renault,Laguna 2.0T,170,longue,5,5,bleu,true,19110
7140 JW 97,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
596 OK 17,Audi,A2 1.4,75,courte,5,5,gris,false,18310
2608 PI 27,BMW,M5,507,très longue,5,5,gris,false,94800
1853 WK 54,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
4195 MO 91,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
6411 LN 87,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
5265 TR 79,Saab,9.3 1.8T,150,longue,5,5,noir,false,38600
5049 SY 98,BMW,M5,507,très longue,5,5,bleu,true,66360
5312 WY 62,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
2140 JA 21,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
4022 LU 73,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
1290 OM 16,Dacia,Logan 1.6 MPI,90,moyenne,5,5,blanc,false,7500
4623 LZ 95,BMW,M5,507,très longue,5,5,bleu,false,94800
7321 SI 28,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
3794 NT 22,Saab,9.3 1.8T,150,longue,5,5,gris,false,38600
3996 IO 39,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
4013 QB 77,Fiat,Croma 2.2,147,longue,5,5,gris,true,17346
5795 CQ 80,Audi,A2 1.4,75,courte,5,5,gris,true,12817
6101 KC 67,Ford,Mondeo 1.8,125,longue,5,5,gris,true,16730
2469 TT 69,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
1041 ZT 80,Volvo,S80 T6,272,très longue,5,5,gris,true,35350
8287 SI 76,BMW,M5,507,très longue,5,5,blanc,false,94800
2875 ET 91,BMW,M5,507,très longue,5,5,gris,true,66360
4126 CS 64,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
6514 ZZ 90,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
9598 PZ 50,Audi,A2 1.4,75,courte,5,5,gris,false,18310
4497 VV 26,Ford,Mondeo 1.8,125,longue,5,5,gris,true,16730
1750 WU 56,BMW,M5,507,très longue,5,5,blanc,true,66360
3821 BU 46,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
4592 FG 81,Mini,Copper 1.6 16V,115,courte,5,5,bleu,true,12740
1449 QT 11,Fiat,Croma 2.2,147,longue,5,5,bleu,true,17346
5501 VL 92,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
702 LS 13,BMW,M5,507,très longue,5,5,noir,false,94800
6291 AR 81,Saab,9.3 1.8T,150,longue,5,5,blanc,false,38600
7340 ET 31,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
7030 XZ 62,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,true,34440
9194 GB 33,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
2978 IF 34,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
5947 PF 21,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,true,15644
1219 VZ 70,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,true,34440
1606 PF 69,Mercedes,A200,136,moyenne,5,5,blanc,false,25900
6642 ZM 10,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
6763 KG 79,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
4577 LU 53,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
191 MV 44,BMW,M5,507,très longue,5,5,noir,false,94800
2519 TI 66,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
8689 JN 21,Mercedes,S500,306,très longue,5,5,rouge,true,70910
555 JO 69,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
4064 RT 25,Mercedes,A200,136,moyenne,5,5,bleu,false,25900
5558 NK 91,Dacia,Logan 1.6 MPI,90,moyenne,5,5,gris,false,7500
6341 IF 29,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
9943 MO 56,Audi,A2 1.4,75,courte,5,5,gris,false,18310
1059 ZZ 85,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
6795 YT 52,Mercedes,S500,306,très longue,5,5,noir,false,101300
2314 LL 34,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,true,8540
2510 YY 28,BMW,M5,507,très longue,5,5,noir,true,66360
2585 AA 57,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
7629 XR 87,BMW,M5,507,très longue,5,5,gris,false,94800
4105 UZ 11,Seat,Toledo 1.6,102,longue,5,5,gris,false,18880
5775 HQ 47,Saab,9.3 1.8T,150,longue,5,5,blanc,false,38600
7770 PP 78,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
8969 XB 48,Audi,A2 1.4,75,courte,5,5,gris,false,18310
3738 OU 95,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
9299 MQ 62,BMW,M5,507,très longue,5,5,rouge,true,66360
4604 KX 47,Renault,Laguna 2.0T,170,longue,5,5,gris,true,19110
1683 QX 46,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
8093 EE 60,Nissan,Maxima 3.0 V6,200,très longue,5,5,bleu,false,30000
8885 GL 67,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
8687 KR 30,BMW,M5,507,très longue,5,5,gris,true,66360
4108 ZJ 67,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
8556 FN 21,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
8868 VK 11,Kia,Picanto 1.1,65,courte,5,5,bleu,false,8990
6480 WT 38,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
3142 MQ 42,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
2726 JX 50,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
3642 RC 20,Mercedes,S500,306,très longue,5,5,noir,false,101300
4738 CT 76,Daihatsu,Cuore 1.0,58,courte,5,3,rouge,false,8850
5846 WW 67,Mercedes,A200,136,moyenne,5,5,noir,true,18130
9146 LN 14,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
3426 LM 69,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
7464 DJ 32,BMW,M5,507,très longue,5,5,bleu,true,66360
2060 BP 29,Nissan,Almera 1.8,115,moyenne,5,5,blanc,false,16450
9347 JD 36,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
3566 GT 41,BMW,M5,507,très longue,5,5,gris,true,66360
2113 CY 33,Ford,Mondeo 1.8,125,longue,5,5,bleu,true,16730
2172 YE 87,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
8374 SM 18,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
5114 FG 90,Mercedes,S500,306,très longue,5,5,blanc,true,70910
3761 YZ 58,Mini,Copper 1.6 16V,115,courte,5,5,blanc,false,18200
1214 WJ 74,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
6949 JV 46,Nissan,Primera 1.6,109,longue,5,5,blanc,false,18650
1602 IF 10,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,true,34440
1023 ZU 77,Nissan,Maxima 3.0 V6,200,très longue,5,5,rouge,false,30000
6618 WQ 15,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
9897 VL 38,Nissan,Primera 1.6,109,longue,5,5,gris,false,18650
1260 SP 28,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
335 CW 82,Dacia,Logan 1.6 MPI,90,moyenne,5,5,blanc,false,7500
8122 FO 74,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
1024 RH 47,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
5960 FF 82,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
4682 MB 11,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
4025 WS 33,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
7829 LL 93,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
7612 UW 37,Audi,A2 1.4,75,courte,5,5,noir,false,18310
8379 JP 54,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
9019 AY 60,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
2866 DF 46,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
6323 FR 46,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
3113 PX 19,Mini,Copper 1.6 16V,115,courte,5,5,rouge,true,12740
5280 ES 18,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
6250 SB 46,Mini,Copper 1.6 16V,115,courte,5,5,noir,false,18200
4211 KD 25,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
4503 OL 94,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,false,49200
319 XR 89,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
8645 FJ 36,BMW,M5,507,très longue,5,5,blanc,true,66360
2294 DX 65,Lancia,Ypsilon 1.4 16V,90,courte,5,3,noir,true,9450
8116 EO 34,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
9649 ZT 92,Mercedes,S500,306,très longue,5,5,noir,true,70910
2587 XQ 91,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
5304 TQ 16,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
4133 NP 73,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
6765 QR 68,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
7280 SX 19,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
3618 CH 54,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
4015 QX 82,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
9849 OK 39,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
6089 KD 39,Audi,A2 1.4,75,courte,5,5,gris,false,18310
6388 HZ 26,Audi,A2 1.4,75,courte,5,5,noir,false,18310
9236 TK 26,BMW,M5,507,très longue,5,5,gris,false,94800
8485 AN 77,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
4915 CB 24,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
9594 BO 76,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
3258 FV 94,BMW,M5,507,très longue,5,5,gris,true,66360
3233 ZL 79,Audi,A2 1.4,75,courte,5,5,noir,false,18310
6881 PV 26,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
1778 AV 94,Skoda,Superb 2.8 V6,193,très longue,5,5,rouge,false,31790
2509 EM 48,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
2243 LD 42,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
249 PG 79,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
1824 ZL 22,Audi,A2 1.4,75,courte,5,5,gris,false,18310
7310 TI 51,BMW,M5,507,très longue,5,5,bleu,false,94800
9715 RF 59,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
3749 WE 41,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
7864 WO 64,BMW,M5,507,très longue,5,5,bleu,false,94800
2039 EI 73,Audi,A2 1.4,75,courte,5,5,noir,false,18310
9077 CK 71,Ford,Mondeo 1.8,125,longue,5,5,noir,true,16730
9799 IZ 77,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
2145 CI 61,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
7285 HH 41,Mercedes,S500,306,très longue,5,5,blanc,false,101300
7075 SH 34,Volvo,S80 T6,272,très longue,5,5,gris,true,35350
5237 GU 31,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
4330 DV 98,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
182 KD 59,Saab,9.3 1.8T,150,longue,5,5,blanc,false,38600
8898 NV 89,BMW,M5,507,très longue,5,5,gris,true,66360
1462 NL 59,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
75 SC 71,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
4740 LJ 76,Saab,9.3 1.8T,150,longue,5,5,gris,false,38600
7142 TK 25,Audi,A3 2.0 FSI,150,moyenne,5,5,blanc,false,28500
8711 IP 98,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
9939 AP 19,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
6945 UY 26,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
8077 UI 89,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
9689 MU 59,BMW,120i,150,moyenne,5,5,gris,true,25060
3789 EL 30,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
3931 FL 60,Audi,A2 1.4,75,courte,5,5,gris,false,18310
3252 ZM 76,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
7686 GZ 92,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
2873 OX 55,Volvo,S80 T6,272,très longue,5,5,noir,true,35350
5857 NH 77,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
4888 PI 23,Mercedes,S500,306,très longue,5,5,bleu,true,70910
2011 KI 93,Audi,A2 1.4,75,courte,5,5,gris,false,18310
7394 II 74,Audi,A2 1.4,75,courte,5,5,gris,true,12817
4974 DV 64,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,true,8540
8434 FD 78,BMW,M5,507,très longue,5,5,rouge,true,66360
3335 YJ 11,Kia,Picanto 1.1,65,courte,5,5,blanc,false,8990
1371 BN 97,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
9408 UQ 42,Mercedes,S500,306,très longue,5,5,blanc,true,70910
8603 QL 98,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
9502 HP 15,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
2436 GC 63,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
5824 XF 86,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
2520 QT 33,BMW,M5,507,très longue,5,5,bleu,false,94800
2215 XO 29,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
23 OE 68,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
7163 VM 87,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
6871 OL 44,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
8311 RQ 39,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
314 XD 15,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
2970 WX 82,BMW,M5,507,très longue,5,5,bleu,false,94800
4490 NK 24,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
8082 LQ 32,Volvo,S80 T6,272,très longue,5,5,rouge,true,35350
6208 WZ 61,Saab,9.3 1.8T,150,longue,5,5,gris,false,38600
3201 UP 58,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
8273 FQ 19,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
7041 ME 36,Audi,A2 1.4,75,courte,5,5,noir,true,12817
7082 EY 31,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
1076 QZ 60,Kia,Picanto 1.1,65,courte,5,5,gris,false,8990
5555 NJ 47,Seat,Toledo 1.6,102,longue,5,5,rouge,false,18880
575 MB 69,Volvo,S80 T6,272,très longue,5,5,rouge,true,35350
3909 ZA 23,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
1854 MV 61,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,true,8540
5644 BU 93,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
2653 FW 73,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
8515 XC 31,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
7970 YH 89,Mercedes,S500,306,très longue,5,5,noir,false,101300
8158 FI 93,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
5768 MS 13,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
9095 QH 43,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
7774 IQ 75,Ford,Mondeo 1.8,125,longue,5,5,bleu,true,16730
7195 QS 42,Volvo,S80 T6,272,très longue,5,5,gris,true,35350
7342 WG 87,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
6178 OK 95,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
8899 VF 59,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
3395 HS 96,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
8625 BE 72,Kia,Picanto 1.1,65,courte,5,5,gris,false,8990
8893 FQ 43,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
2079 PE 96,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
4210 JY 57,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
8300 JK 41,Nissan,Maxima 3.0 V6,200,très longue,5,5,bleu,false,30000
997 EB 48,Nissan,Maxima 3.0 V6,200,très longue,5,5,bleu,false,30000
1645 KI 22,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
4840 EV 63,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
4248 BI 51,Audi,A2 1.4,75,courte,5,5,noir,false,18310
30 AY 36,Volvo,S80 T6,272,très longue,5,5,bleu,true,35350
5939 TR 30,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
4761 KM 63,BMW,M5,507,très longue,5,5,blanc,false,94800
8761 KU 38,Fiat,Croma 2.2,147,longue,5,5,gris,true,17346
4540 BF 79,BMW,M5,507,très longue,5,5,gris,false,94800
2771 QX 39,BMW,M5,507,très longue,5,5,gris,false,94800
7199 TQ 47,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
9760 HF 62,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
1684 JP 35,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
9798 DA 92,Audi,A2 1.4,75,courte,5,5,noir,false,18310
6579 AH 65,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
8060 IN 93,Nissan,Almera 1.8,115,moyenne,5,5,noir,false,16450
8121 PU 81,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
8090 JA 24,BMW,M5,507,très longue,5,5,blanc,false,94800
3483 HQ 68,Audi,A2 1.4,75,courte,5,5,gris,false,18310
3635 KX 60,Nissan,Primera 1.6,109,longue,5,5,gris,false,18650
6835 JI 54,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
809 UF 70,Renault,Laguna 2.0T,170,longue,5,5,blanc,true,19110
2466 KB 29,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
806 RM 51,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
6470 WT 92,BMW,M5,507,très longue,5,5,noir,false,94800
7369 UB 29,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
1154 IE 94,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
445 GS 61,Audi,A3 2.0 FSI,150,moyenne,5,5,blanc,false,28500
8791 UM 88,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
9494 WP 42,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
1394 VC 40,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
2205 TY 41,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
9464 QT 26,Nissan,Primera 1.6,109,longue,5,5,gris,false,18650
2342 JG 39,BMW,M5,507,très longue,5,5,rouge,true,66360
8265 SH 35,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
3616 DS 66,Dacia,Logan 1.6 MPI,90,moyenne,5,5,noir,false,7500
1810 YK 16,BMW,M5,507,très longue,5,5,blanc,true,66360
5688 VV 15,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
8327 WU 92,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
9248 QX 49,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
6056 DI 19,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
2262 SR 88,Audi,A2 1.4,75,courte,5,5,gris,true,12817
1966 TL 59,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
1165 HZ 92,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
1753 MY 84,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
5032 FI 77,Renault,Laguna 2.0T,170,longue,5,5,blanc,true,19110
4906 CD 87,Audi,A2 1.4,75,courte,5,5,gris,true,12817
9481 QK 85,Fiat,Croma 2.2,147,longue,5,5,blanc,true,17346
731 FF 18,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
7008 VJ 44,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
6286 NV 74,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
9098 BI 21,Mercedes,S500,306,très longue,5,5,noir,true,70910
553 WB 26,Skoda,Superb 2.8 V6,193,très longue,5,5,bleu,false,31790
9070 KT 41,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
505 UN 78,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
2900 QI 51,Nissan,Maxima 3.0 V6,200,très longue,5,5,bleu,false,30000
6063 IC 66,BMW,M5,507,très longue,5,5,gris,false,94800
5589 XZ 89,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
7249 QR 80,BMW,M5,507,très longue,5,5,rouge,true,66360
3686 FT 64,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
7134 CE 75,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
2116 BI 83,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
4770 CP 38,Daihatsu,Cuore 1.0,58,courte,5,3,rouge,false,8850
4717 RG 13,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
7148 DE 10,BMW,M5,507,très longue,5,5,noir,false,94800
8785 QJ 23,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
3149 QE 93,BMW,M5,507,très longue,5,5,gris,true,66360
2167 BO 83,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
5389 GG 15,Mercedes,A200,136,moyenne,5,5,gris,true,18130
531 ZQ 53,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
272 TC 46,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
8581 HS 73,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
7406 TA 86,BMW,M5,507,très longue,5,5,gris,false,94800
9359 QM 49,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
9697 GG 68,Mercedes,S500,306,très longue,5,5,bleu,true,70910
8078 TF 65,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
2838 SV 98,Nissan,Maxima 3.0 V6,200,très longue,5,5,noir,false,30000
8295 XE 74,Audi,A3 2.0 FSI,150,moyenne,5,5,noir,true,19950
2443 ZN 41,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
7475 AH 34,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
9985 EB 46,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,true,34440
7285 GB 26,Mini,Copper 1.6 16V,115,courte,5,5,bleu,true,12740
9870 EK 20,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,true,34440
1296 JG 59,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
2214 FJ 93,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
6070 ST 63,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
9529 UV 86,BMW,M5,507,très longue,5,5,blanc,false,94800
9545 RF 93,Nissan,Maxima 3.0 V6,200,très longue,5,5,blanc,false,30000
5003 TR 81,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
5071 NJ 14,Daihatsu,Cuore 1.0,58,courte,5,3,bleu,false,8850
5698 SU 52,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,true,16029
7924 DY 54,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
7102 UV 62,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
4765 PR 52,Mercedes,S500,306,très longue,5,5,bleu,false,101300
8084 FN 20,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
8949 ZY 68,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
4604 AW 76,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,true,15644
3959 AJ 52,Seat,Toledo 1.6,102,longue,5,5,noir,false,18880
2526 SP 48,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
6952 KS 25,Mercedes,S500,306,très longue,5,5,blanc,true,70910
4024 OB 74,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
3740 CG 95,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
6011 ZL 30,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
6786 CV 27,Audi,A2 1.4,75,courte,5,5,noir,false,18310
7258 AA 82,Audi,A2 1.4,75,courte,5,5,noir,false,18310
9536 AC 63,BMW,M5,507,très longue,5,5,noir,true,66360
6599 VG 63,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
3993 QZ 74,Saab,9.3 1.8T,150,longue,5,5,bleu,false,38600
9426 HA 46,BMW,M5,507,très longue,5,5,gris,false,94800
4198 XF 96,Peugeot,1007 1.4,75,courte,5,5,rouge,true,9625
6069 JU 26,Renault,Laguna 2.0T,170,longue,5,5,blanc,true,19110
3546 CZ 77,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,false,22350
7848 FS 90,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
8360 HK 84,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
6746 YZ 31,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
9136 ZG 65,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
807 NR 30,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
6432 PW 40,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
8667 TZ 84,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
3199 JI 88,Fiat,Croma 2.2,147,longue,5,5,noir,true,17346
2939 OL 25,BMW,120i,150,moyenne,5,5,gris,true,25060
863 ER 35,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
5408 TO 29,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
9314 WS 83,Dacia,Logan 1.6 MPI,90,moyenne,5,5,rouge,false,7500
117 SU 90,Fiat,Croma 2.2,147,longue,5,5,blanc,false,24780
7222 AT 79,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
3325 HE 25,Kia,Picanto 1.1,65,courte,5,5,bleu,false,8990
7232 HD 23,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,false,22350
7194 IM 25,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
