immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
3885 CQ 73,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
9621 SM 19,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
48 BM 61,Audi,A2 1.4,75,courte,5,5,noir,false,18310
8476 SO 41,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
2382 PW 55,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
9826 NN 44,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
2008 LW 73,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
5197 PG 83,Kia,Picanto 1.1,65,courte,5,5,blanc,false,8990
6193 SO 32,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
5779 KN 75,BMW,M5,507,très longue,5,5,rouge,false,94800
5086 OC 47,Volvo,S80 T6,272,très longue,5,5,bleu,true,35350
1862 WR 92,BMW,M5,507,très longue,5,5,noir,false,94800
588 WD 64,Mercedes,A200,136,moyenne,5,5,blanc,false,25900
6131 WS 85,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
859 UQ 29,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
9388 RE 80,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
4647 CK 17,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
5761 BE 31,BMW,M5,507,très longue,5,5,rouge,false,94800
6151 BP 84,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
1218 SJ 41,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
5175 PS 39,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
1756 FL 57,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
1324 JW 84,Ford,Mondeo 1.8,125,longue,5,5,bleu,true,16730
4747 CT 96,Skoda,Superb 2.8 V6,193,très longue,5,5,rouge,false,31790
1483 BK 60,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
406 HG 35,Audi,A2 1.4,75,courte,5,5,gris,false,18310
7879 OH 42,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
4665 VS 30,Mercedes,S500,306,très longue,5,5,gris,false,101300
1489 HN 14,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
7236 QD 86,Dacia,Logan 1.6 MPI,90,moyenne,5,5,rouge,false,7500
8770 PZ 95,BMW,M5,507,très longue,5,5,gris,false,94800
3421 OT 41,Nissan,Almera 1.8,115,moyenne,5,5,noir,false,16450
5121 XD 37,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
1268 WQ 80,Peugeot,1007 1.4,75,courte,5,5,noir,true,9625
9290 IK 20,Dacia,Logan 1.6 MPI,90,moyenne,5,5,bleu,false,7500
9278 WL 87,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
7169 GA 20,BMW,120i,150,moyenne,5,5,bleu,true,25060
2577 JQ 93,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,false,49200
8134 ZY 93,Nissan,Maxima 3.0 V6,200,très longue,5,5,gris,false,30000
8333 LE 62,BMW,M5,507,très longue,5,5,gris,true,66360
4563 OK 35,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,true,16029
3277 IN 92,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
5621 BR 20,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
1496 ZD 82,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
8823 WN 25,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
9561 US 26,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
876 NF 71,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
4897 WM 61,Nissan,Almera 1.8,115,moyenne,5,5,rouge,false,16450
7145 NU 94,Nissan,Maxima 3.0 V6,200,très longue,5,5,noir,false,30000
1701 ZD 84,Mercedes,S500,306,très longue,5,5,rouge,true,70910
1009 JD 49,BMW,M5,507,très longue,5,5,bleu,true,66360
482 OR 18,Ford,Mondeo 1.8,125,longue,5,5,gris,true,16730
6525 OV 41,Dacia,Logan 1.6 MPI,90,moyenne,5,5,noir,false,7500
3316 NN 81,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
6461 MF 73,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
5570 IG 15,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
8581 SV 62,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
9227 PR 30,Kia,Picanto 1.1,65,courte,5,5,noir,false,8990
3415 JX 67,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
2584 NG 25,BMW,M5,507,très longue,5,5,bleu,false,94800
4959 QO 62,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
3909 LL 48,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
4148 LS 12,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
9199 TX 49,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
433 CJ 22,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
4955 AA 29,BMW,M5,507,très longue,5,5,noir,false,94800
4732 NJ 54,Peugeot,1007 1.4,75,courte,5,5,blanc,true,9625
9434 RW 12,Saab,9.3 1.8T,150,longue,5,5,bleu,false,38600
3583 EY 54,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
1628 TX 78,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
9325 LY 35,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
4631 QC 23,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
6299 KT 75,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
5568 DW 55,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
8798 QO 87,Saab,9.3 1.8T,150,longue,5,5,rouge,false,38600
4834 RD 69,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
6987 WF 54,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
8693 LO 45,Audi,A2 1.4,75,courte,5,5,noir,false,18310
4856 CD 96,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
1665 YR 74,BMW,M5,507,très longue,5,5,bleu,false,94800
1796 NN 46,Seat,Toledo 1.6,102,longue,5,5,gris,false,18880
56 AT 86,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
7771 NM 15,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
7736 TY 55,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,true,34440
6060 WX 36,Mercedes,S500,306,très longue,5,5,noir,true,70910
5280 FL 70,BMW,M5,507,très longue,5,5,blanc,true,66360
3027 UF 77,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
2529 HB 72,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
8188 AL 66,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
8572 TJ 39,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
1156 RP 63,BMW,120i,150,moyenne,5,5,blanc,true,25060
5768 GG 49,Volvo,S80 T6,272,très longue,5,5,gris,true,35350
3003 NE 66,Daihatsu,Cuore 1.0,58,courte,5,3,blanc,false,8850
7914 SK 74,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
7549 AF 29,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
5100 VL 79,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
452 GK 57,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
644 OE 56,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
2165 EL 78,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
1895 MC 70,BMW,M5,507,très longue,5,5,bleu,false,94800
6653 LL 62,BMW,M5,507,très longue,5,5,bleu,true,66360
518 VA 12,Seat,Toledo 1.6,102,longue,5,5,rouge,false,18880
2092 NC 28,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
4712 PH 56,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
2829 PU 93,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
203 YA 68,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,true,15644
7529 XP 92,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
1053 DX 33,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
2813 WH 50,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
4998 HH 33,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
7665 CA 55,BMW,M5,507,très longue,5,5,rouge,false,94800
8133 EO 86,BMW,M5,507,très longue,5,5,noir,false,94800
5610 YO 34,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
7677 OZ 64,Audi,A2 1.4,75,courte,5,5,noir,true,12817
6219 DY 85,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
9337 EU 36,Seat,Toledo 1.6,102,longue,5,5,bleu,false,18880
3713 EU 79,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
5656 QN 95,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
1159 RO 27,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
2795 FM 95,BMW,M5,507,très longue,5,5,bleu,false,94800
9910 AR 84,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
3233 ES 92,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
9341 HS 19,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
4933 RI 17,Nissan,Almera 1.8,115,moyenne,5,5,rouge,false,16450
8740 JA 78,Mercedes,S500,306,très longue,5,5,gris,false,101300
2824 HC 20,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
6714 LM 71,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
9922 RF 93,Audi,A2 1.4,75,courte,5,5,noir,false,18310
3964 DU 25,Ford,Mondeo 1.8,125,longue,5,5,blanc,true,16730
5599 PG 31,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
1767 OW 30,Nissan,Almera 1.8,115,moyenne,5,5,gris,false,16450
8672 DR 54,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
1813 MZ 30,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
4230 KY 18,Mini,Copper 1.6 16V,115,courte,5,5,gris,true,12740
4329 TU 62,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
6207 HN 30,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
1212 WL 89,Peugeot,1007 1.4,75,courte,5,5,rouge,true,9625
8185 TL 11,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
6080 XL 97,BMW,120i,150,moyenne,5,5,bleu,true,25060
4513 MB 77,BMW,M5,507,très longue,5,5,blanc,true,66360
7839 VA 95,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
1263 FW 69,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
2007 NM 22,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
4461 UG 18,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
8351 JD 48,Mercedes,S500,306,très longue,5,5,rouge,false,101300
3038 NG 76,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
6800 VI 47,BMW,120i,150,moyenne,5,5,noir,true,25060
3690 PO 37,Mercedes,A200,136,moyenne,5,5,noir,true,18130
1170 UV 62,Nissan,Maxima 3.0 V6,200,très longue,5,5,blanc,false,30000
6202 ZI 15,Saab,9.3 1.8T,150,longue,5,5,blanc,false,38600
7147 TV 14,Skoda,Superb 2.8 V6,193,très longue,5,5,bleu,false,31790
3299 HF 91,BMW,M5,507,très longue,5,5,gris,true,66360
8021 ME 32,BMW,M5,507,très longue,5,5,blanc,false,94800
4031 UV 79,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
2841 HR 67,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
6553 CH 40,BMW,M5,507,très longue,5,5,blanc,false,94800
4196 DB 34,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
4001 LZ 71,BMW,M5,507,très longue,5,5,gris,true,66360
1001 WB 31,BMW,M5,507,très longue,5,5,rouge,false,94800
8916 LZ 75,Audi,A2 1.4,75,courte,5,5,gris,false,18310
3291 XP 12,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
9718 PI 63,Nissan,Primera 1.6,109,longue,5,5,noir,false,18650
7709 HZ 32,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
8666 XY 61,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,true,34440
2277 AU 91,Audi,A3 2.0 FSI,150,moyenne,5,5,rouge,true,19950
1853 TD 40,BMW,M5,507,très longue,5,5,gris,false,94800
6295 WC 30,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
8308 IB 44,Daihatsu,Cuore 1.0,58,courte,5,3,rouge,false,8850
1062 TT 34,Volvo,S80 T6,272,très longue,5,5,bleu,true,35350
9334 LX 35,BMW,120i,150,moyenne,5,5,gris,true,25060
9259 WC 26,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
7266 ZZ 68,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
227 AG 10,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
6153 NC 48,Skoda,Superb 2.8 V6,193,très longue,5,5,bleu,false,31790
6585 GA 66,Seat,Toledo 1.6,102,longue,5,5,bleu,false,18880
4199 LZ 10,Kia,Picanto 1.1,65,courte,5,5,bleu,false,8990
1991 GY 56,BMW,120i,150,moyenne,5,5,blanc,true,25060
2162 EB 31,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
4694 UP 55,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
511 PX 36,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
8219 JN 40,Audi,A2 1.4,75,courte,5,5,noir,false,18310
5025 BE 18,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
7003 ZD 32,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
862 XP 27,BMW,120i,150,moyenne,5,5,noir,true,25060
7630 RT 41,BMW,M5,507,très longue,5,5,gris,false,94800
2642 GG 88,Volvo,S80 T6,272,très longue,5,5,blanc,true,35350
4099 SI 19,Mini,Copper 1.6 16V,115,courte,5,5,gris,false,18200
2408 NF 19,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
2353 PV 38,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
4642 OC 65,Mercedes,S500,306,très longue,5,5,blanc,true,70910
4896 QC 81,BMW,120i,150,moyenne,5,5,rouge,true,25060
5697 FF 98,Mercedes,S500,306,très longue,5,5,rouge,false,101300
2482 TI 64,Dacia,Logan 1.6 MPI,90,moyenne,5,5,blanc,false,7500
8909 XX 59,Mini,Copper 1.6 16V,115,courte,5,5,gris,false,18200
8757 UF 41,Ford,Mondeo 1.8,125,longue,5,5,noir,true,16730
4696 WN 46,BMW,M5,507,très longue,5,5,rouge,false,94800
1327 CI 85,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
9947 SU 12,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
895 PS 84,Audi,A2 1.4,75,courte,5,5,noir,false,18310
8822 DH 61,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
2366 IP 50,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
1183 MV 61,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,true,16029
3084 UE 91,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
8754 LP 42,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
5879 LT 88,Nissan,Maxima 3.0 V6,200,très longue,5,5,blanc,false,30000
5506 ZL 32,BMW,M5,507,très longue,5,5,blanc,true,66360
506 GG 53,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
3539 EY 36,Mercedes,S500,306,très longue,5,5,gris,true,70910
8784 DQ 17,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
9229 VU 37,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
7924 YZ 95,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
1101 JC 14,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
8514 IN 32,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,true,15644
7266 KS 63,Audi,A2 1.4,75,courte,5,5,gris,true,12817
1444 UQ 56,BMW,120i,150,moyenne,5,5,gris,true,25060
8783 SG 62,Volvo,S80 T6,272,très longue,5,5,blanc,true,35350
1098 TC 41,BMW,M5,507,très longue,5,5,rouge,false,94800
6552 XD 74,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
5306 WJ 97,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
1723 LO 18,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,true,8540
381 MB 41,Renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200
1021 QZ 39,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
2316 GH 82,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
9877 XC 33,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
7240 PB 92,Peugeot,1007 1.4,75,courte,5,5,blanc,true,9625
8261 WQ 87,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
9544 HW 53,BMW,M5,507,très longue,5,5,blanc,true,66360
2143 XQ 74,Volvo,S80 T6,272,très longue,5,5,rouge,false,50500
6862 QO 34,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
7136 BX 47,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
2545 HT 42,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
2777 HB 71,BMW,M5,507,très longue,5,5,blanc,true,66360
9562 OC 23,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
2752 LO 53,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
3433 PY 24,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
2938 ZT 94,BMW,M5,507,très longue,5,5,rouge,true,66360
1420 AC 70,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
29 JM 54,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
1478 EE 46,BMW,M5,507,très longue,5,5,bleu,false,94800
9553 SF 56,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
4869 NM 93,Lancia,Ypsilon 1.4 16V,90,courte,5,3,rouge,false,13500
3853 RU 11,Mercedes,S500,306,très longue,5,5,rouge,true,70910
2017 ZK 53,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
709 WN 16,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
7355 EV 39,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
3251 AR 10,BMW,120i,150,moyenne,5,5,gris,true,25060
9524 MJ 65,Audi,A2 1.4,75,courte,5,5,gris,true,12817
7153 XQ 17,Lancia,Ypsilon 1.4 16V,90,courte,5,3,gris,true,9450
5931 TY 86,Nissan,Maxima 3.0 V6,200,très longue,5,5,noir,false,30000
8791 YL 62,Mercedes,A200,136,moyenne,5,5,gris,true,18130
3075 FX 70,Saab,9.3 1.8T,150,longue,5,5,gris,false,38600
3145 GI 36,Lancia,Ypsilon 1.4 16V,90,courte,5,3,rouge,false,13500
5140 HG 33,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
981 UL 79,BMW,M5,507,très longue,5,5,blanc,false,94800
7420 SH 31,Mini,Copper 1.6 16V,115,courte,5,5,bleu,false,18200
4956 LA 76,Volvo,S80 T6,272,très longue,5,5,blanc,true,35350
3756 DE 46,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
7982 BA 76,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
1603 WU 64,BMW,120i,150,moyenne,5,5,gris,true,25060
615 HA 38,Renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200
3399 YT 15,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
3351 RM 64,Ford,Mondeo 1.8,125,longue,5,5,blanc,true,16730
4622 XV 66,BMW,M5,507,très longue,5,5,blanc,true,66360
4681 DG 88,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
8663 AM 58,Mercedes,S500,306,très longue,5,5,blanc,true,70910
9715 ZT 88,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
8034 NK 44,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
7891 FS 27,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
1507 GO 87,BMW,M5,507,très longue,5,5,blanc,false,94800
3564 ZM 95,Renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,false,49200
6448 EK 52,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
7058 MI 90,BMW,M5,507,très longue,5,5,noir,true,66360
2029 GE 16,Nissan,Almera 1.8,115,moyenne,5,5,gris,false,16450
6084 UB 87,Kia,Picanto 1.1,65,courte,5,5,bleu,false,8990
9308 AQ 69,BMW,M5,507,très longue,5,5,bleu,false,94800
8823 UK 56,BMW,M5,507,très longue,5,5,bleu,true,66360
1288 VB 19,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
1816 EU 78,BMW,M5,507,très longue,5,5,bleu,false,94800
3793 GC 44,Kia,Picanto 1.1,65,courte,5,5,blanc,false,8990
3705 NX 86,BMW,M5,507,très longue,5,5,blanc,false,94800
1515 DF 26,BMW,M5,507,très longue,5,5,blanc,false,94800
5697 GI 54,Mercedes,S500,306,très longue,5,5,blanc,false,101300
2534 XU 65,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
5523 ZS 46,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
5093 MH 82,BMW,M5,507,très longue,5,5,bleu,false,94800
7114 NK 49,Ford,Mondeo 1.8,125,longue,5,5,noir,true,16730
7617 OY 72,BMW,M5,507,très longue,5,5,gris,false,94800
1155 CI 72,Volvo,S80 T6,272,très longue,5,5,blanc,false,50500
7738 TL 80,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
8560 UI 89,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
3771 QA 40,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
2064 DT 41,Fiat,Croma 2.2,147,longue,5,5,rouge,true,17346
5201 QV 42,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
2701 CY 23,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
3876 KG 22,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
4505 MY 58,BMW,120i,150,moyenne,5,5,rouge,true,25060
9447 ZM 45,Volvo,S80 T6,272,très longue,5,5,gris,true,35350
4591 AK 89,Renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200
4916 UC 56,Fiat,Croma 2.2,147,longue,5,5,bleu,true,17346
9945 KV 92,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
3719 PJ 76,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
3692 UV 25,Volvo,S80 T6,272,très longue,5,5,noir,false,50500
7608 WV 59,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
9368 LN 73,Audi,A2 1.4,75,courte,5,5,noir,false,18310
9832 KM 71,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
4175 BS 40,Saab,9.3 1.8T,150,longue,5,5,noir,false,38600
1901 AS 43,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
7474 PS 33,BMW,120i,150,moyenne,5,5,rouge,true,25060
9988 AH 59,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200
4768 NV 51,BMW,M5,507,très longue,5,5,noir,true,66360
5368 PZ 76,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
9556 HT 91,Ford,Mondeo 1.8,125,longue,5,5,bleu,true,16730
895 AH 38,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
9762 HU 14,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
23 II 85,Mercedes,A200,136,moyenne,5,5,gris,true,18130
5761 AK 77,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
5967 TE 34,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
6451 XD 72,Mercedes,S500,306,très longue,5,5,gris,false,101300
6944 RO 19,Seat,Toledo 1.6,102,longue,5,5,bleu,false,18880
8465 TB 57,Mercedes,S500,306,très longue,5,5,bleu,true,70910
386 WS 90,BMW,M5,507,très longue,5,5,blanc,true,66360
7012 WM 59,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
3613 JO 13,Volvo,S80 T6,272,très longue,5,5,bleu,false,50500
2446 LW 88,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
5298 TM 43,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
470 NX 42,BMW,M5,507,très longue,5,5,noir,false,94800
1841 ST 23,Mercedes,S500,306,très longue,5,5,bleu,true,70910
9672 BC 53,Nissan,Maxima 3.0 V6,200,très longue,5,5,rouge,false,30000
2161 BT 33,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
7371 BQ 32,Skoda,Superb 2.8 V6,193,très longue,5,5,bleu,false,31790
1240 SC 28,BMW,M5,507,très longue,5,5,blanc,false,94800
2529 JH 47,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
728 YM 40,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
667 WH 51,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
3942 VU 60,BMW,M5,507,très longue,5,5,bleu,false,94800
9793 MW 44,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
7905 DU 75,Lancia,Ypsilon 1.4 16V,90,courte,5,3,gris,false,13500
4250 YW 47,BMW,M5,507,très longue,5,5,noir,false,94800
3868 WY 68,Volvo,S80 T6,272,très longue,5,5,gris,false,50500
2619 RK 17,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
9629 UX 97,Skoda,Superb 2.8 V6,193,très longue,5,5,gris,false,31790
3015 VB 60,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
8042 AM 89,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
5848 TB 52,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
4922 UX 44,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
4904 HI 43,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
3996 BM 76,Mercedes,S500,306,très longue,5,5,gris,false,101300
7865 NM 93,Audi,A2 1.4,75,courte,5,5,gris,false,18310
2845 WH 77,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
3786 LA 89,Renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,true,34440
2694 KQ 35,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
5919 DO 77,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
7943 AL 71,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
6777 DH 19,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
